GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup,MIN_bin
L. James - D. Howard - D. Green - A. Bradley - A. Davis,LAL,68,106.0,106.6,-0.7,2019-20,A. Bradley,D. Green,L. James,A. Davis,D. Howard,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(43.0, 68.0]"
L. James - D. Howard - R. Rondo - A. Caruso - K. Kuzma,LAL,60,118.8,79.1,39.7,2019-20,R. Rondo,A. Caruso,L. James,K. Kuzma,D. Howard,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(43.0, 68.0]"
L. James - D. Green - A. Bradley - A. Davis - K. Kuzma,LAL,51,100.0,90.9,9.1,2019-20,A. Bradley,D. Green,L. James,K. Kuzma,A. Davis,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(43.0, 68.0]"
L. James - D. Green - A. Davis - K. Caldwell-Pope - K. Kuzma,LAL,43,112.5,89.2,23.3,2019-20,D. Green,K. Caldwell-Pope,L. James,K. Kuzma,A. Davis,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(33.0, 43.0]"
L. James - D. Green - A. Bradley - A. Davis - A. Caruso,LAL,41,110.0,89.9,20.1,2019-20,A. Bradley,A. Caruso,D. Green,L. James,A. Davis,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(33.0, 43.0]"
L. James - D. Howard - D. Green - A. Davis - K. Caldwell-Pope,LAL,41,118.5,105.5,13.0,2019-20,D. Green,K. Caldwell-Pope,L. James,A. Davis,D. Howard,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(33.0, 43.0]"
L. James - A. Bradley - A. Davis - K. Caldwell-Pope - K. Kuzma,LAL,40,112.2,100.0,12.2,2019-20,A. Bradley,K. Caldwell-Pope,L. James,K. Kuzma,A. Davis,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(33.0, 43.0]"
L. James - D. Green - A. Davis - K. Caldwell-Pope - A. Caruso,LAL,35,107.7,91.4,16.3,2019-20,D. Green,A. Caruso,K. Caldwell-Pope,L. James,A. Davis,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(33.0, 43.0]"
L. James - D. Howard - A. Davis - K. Caldwell-Pope - A. Caruso,LAL,35,113.7,100.0,13.7,2019-20,A. Caruso,K. Caldwell-Pope,L. James,A. Davis,D. Howard,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(33.0, 43.0]"
L. James - A. Davis - K. Caldwell-Pope - A. Caruso - K. Kuzma,LAL,28,110.6,108.1,2.5,2019-20,A. Caruso,K. Caldwell-Pope,L. James,K. Kuzma,A. Davis,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(26.0, 33.0]"
L. James - D. Howard - R. Rondo - T. Daniels - K. Kuzma,LAL,28,107.1,121.8,-14.7,2019-20,R. Rondo,T. Daniels,L. James,K. Kuzma,D. Howard,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.1695,0.464,0.471,0.0,0.0,0.6205,0.0,0.395,0.0,0.036,0.2865,0.0,0.0,0.484,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(26.0, 33.0]"
L. James - D. Green - A. Bradley - A. Davis - K. Caldwell-Pope,LAL,27,115.5,93.0,22.5,2019-20,A. Bradley,D. Green,K. Caldwell-Pope,L. James,A. Davis,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(26.0, 33.0]"
L. James - D. Howard - K. Caldwell-Pope - A. Caruso - K. Kuzma,LAL,25,100.0,112.2,-12.2,2019-20,A. Caruso,K. Caldwell-Pope,L. James,K. Kuzma,D. Howard,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(23.0, 26.0]"
L. James - R. Rondo - A. Davis - K. Caldwell-Pope - K. Kuzma,LAL,25,94.6,93.2,1.4,2019-20,R. Rondo,K. Caldwell-Pope,L. James,K. Kuzma,A. Davis,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(23.0, 26.0]"
L. James - D. Howard - T. Daniels - A. Caruso - K. Kuzma,LAL,24,103.8,111.3,-7.5,2019-20,T. Daniels,A. Caruso,L. James,K. Kuzma,D. Howard,0.1695,0.464,0.471,0.0,0.0,0.6205,0.0,0.395,0.0,0.036,0.2865,0.0,0.0,0.484,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(23.0, 26.0]"
L. James - J. McGee - A. Davis - K. Caldwell-Pope - A. Caruso,LAL,22,93.9,97.9,-4.0,2019-20,A. Caruso,K. Caldwell-Pope,L. James,A. Davis,J. McGee,0.861,0.441,0.924,0.039,0.968,0.143,0.552,0.183,0.775,0.0,0.17,0.157,0.0,0.397,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.193,0.124,0.11,0.776,0.0,0.593,0.0,0.0,0.834,0.065,0.414,"(19.0, 23.0]"
L. James - R. Rondo - D. Green - A. Davis - K. Caldwell-Pope,LAL,22,87.7,109.6,-21.9,2019-20,R. Rondo,D. Green,K. Caldwell-Pope,L. James,A. Davis,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,"(19.0, 23.0]"
L. James - D. Howard - R. Rondo - J. Dudley - A. Bradley,LAL,17,93.9,85.3,8.6,2019-20,R. Rondo,A. Bradley,L. James,J. Dudley,D. Howard,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,,,,,,,,,,,,,,,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(16.0, 19.0]"
L. James - M. Gasol - A. Davis - D. Schröder - K. Caldwell-Pope,LAL,281,116.9,103.7,13.2,2020-21,D. Schröder,K. Caldwell-Pope,L. James,A. Davis,M. Gasol,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.763,0.671,0.702,0.901,0.207,0.644,0.98,0.0,0.508,0.316,0.1,0.479,0.594,0.189,0.0,0.0,0.0,0.219,0.892,0.065,0.36,0.0,0.137,0.0,0.0,0.828,0.069,0.903,"(68.0, 466.0]"
L. James - M. Gasol - D. Schröder - K. Caldwell-Pope - K. Kuzma,LAL,73,111.8,109.2,2.6,2020-21,D. Schröder,K. Caldwell-Pope,L. James,K. Kuzma,M. Gasol,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.0,0.0,0.0,0.219,0.892,0.065,0.36,0.0,0.137,0.0,0.0,0.828,0.069,0.903,"(68.0, 466.0]"
L. James - W. Matthews - M. Morris - M. Harrell - K. Kuzma,LAL,66,96.5,108.8,-12.4,2020-21,W. Matthews,K. Kuzma,L. James,M. Morris,M. Harrell,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(43.0, 68.0]"
L. James - M. Harrell - A. Caruso - K. Kuzma - T. Horton-Tucker,LAL,58,98.3,90.2,8.1,2020-21,A. Caruso,T. Horton-Tucker,L. James,K. Kuzma,M. Harrell,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.955,0.758,0.578,0.498,0.49,0.793,0.026,0.248,0.443,0.729,0.661,0.0,0.963,0.097,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(43.0, 68.0]"
L. James - W. Matthews - M. Harrell - K. Kuzma - T. Horton-Tucker,LAL,58,109.7,86.2,23.5,2020-21,W. Matthews,T. Horton-Tucker,L. James,K. Kuzma,M. Harrell,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.955,0.758,0.578,0.498,0.49,0.793,0.026,0.248,0.443,0.729,0.661,0.0,0.963,0.097,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(43.0, 68.0]"
L. James - M. Gasol - A. Davis - D. Schröder - K. Kuzma,LAL,47,100.0,92.6,7.4,2020-21,D. Schröder,K. Kuzma,L. James,A. Davis,M. Gasol,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.763,0.671,0.702,0.901,0.207,0.644,0.98,0.0,0.508,0.316,0.1,0.479,0.594,0.189,0.0,0.0,0.0,0.219,0.892,0.065,0.36,0.0,0.137,0.0,0.0,0.828,0.069,0.903,"(43.0, 68.0]"
L. James - M. Gasol - W. Matthews - K. Caldwell-Pope - K. Kuzma,LAL,47,102.0,96.0,6.1,2020-21,W. Matthews,K. Caldwell-Pope,L. James,K. Kuzma,M. Gasol,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.0,0.0,0.0,0.219,0.892,0.065,0.36,0.0,0.137,0.0,0.0,0.828,0.069,0.903,"(43.0, 68.0]"
L. James - W. Matthews - M. Morris - M. Harrell - T. Horton-Tucker,LAL,47,101.0,99.0,2.0,2020-21,W. Matthews,T. Horton-Tucker,L. James,M. Morris,M. Harrell,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.955,0.758,0.578,0.498,0.49,0.793,0.026,0.248,0.443,0.729,0.661,0.0,0.963,0.097,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(43.0, 68.0]"
L. James - A. Davis - A. Drummond - D. Schröder - K. Caldwell-Pope,LAL,46,118.4,115.3,3.1,2020-21,D. Schröder,K. Caldwell-Pope,L. James,A. Davis,A. Drummond,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.763,0.671,0.702,0.901,0.207,0.644,0.98,0.0,0.508,0.316,0.1,0.479,0.594,0.189,0.0,0.0,0.0,0.3995,0.5985,0.402,0.311,0.0,0.16999999999999998,0.0,0.0,0.1615,0.2675,0.0945,"(43.0, 68.0]"
L. James - M. Morris - D. Schröder - K. Caldwell-Pope - D. Jones,LAL,45,108.5,113.5,-5.0,2020-21,D. Schröder,K. Caldwell-Pope,L. James,M. Morris,D. Jones,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.0,0.0,0.0,0.0,0.0,0.0835,0.6315,0.0,0.0,0.0,0.0,0.4075,0.0,0.0,"(43.0, 68.0]"
L. James - M. Morris - M. Harrell - A. Caruso - K. Kuzma,LAL,35,110.7,95.9,14.7,2020-21,A. Caruso,K. Kuzma,L. James,M. Morris,M. Harrell,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(33.0, 43.0]"
L. James - M. Gasol - M. Morris - D. Schröder - K. Caldwell-Pope,LAL,33,95.7,95.5,0.2,2020-21,D. Schröder,K. Caldwell-Pope,L. James,M. Morris,M. Gasol,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.0,0.0,0.0,0.219,0.892,0.065,0.36,0.0,0.137,0.0,0.0,0.828,0.069,0.903,"(26.0, 33.0]"
L. James - A. Davis - D. Schröder - K. Caldwell-Pope - A. Caruso,LAL,32,142.2,91.2,51.0,2020-21,D. Schröder,A. Caruso,K. Caldwell-Pope,L. James,A. Davis,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.763,0.671,0.702,0.901,0.207,0.644,0.98,0.0,0.508,0.316,0.1,0.479,0.594,0.189,"(26.0, 33.0]"
L. James - A. Davis - D. Schröder - K. Caldwell-Pope - M. Harrell,LAL,29,118.0,125.4,-7.4,2020-21,D. Schröder,K. Caldwell-Pope,L. James,A. Davis,M. Harrell,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.763,0.671,0.702,0.901,0.207,0.644,0.98,0.0,0.508,0.316,0.1,0.479,0.594,0.189,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(26.0, 33.0]"
L. James - W. Matthews - M. Morris - M. Harrell - A. Caruso,LAL,29,136.1,83.9,52.2,2020-21,A. Caruso,W. Matthews,L. James,M. Morris,M. Harrell,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(26.0, 33.0]"
