GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup
T. Hardaway Jr. - K. Porziņģis - W. Cauley-Stein - J. Brunson - L. Doncic,DAL,31,101.6,109.5,-8.0,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,K. Porziņģis,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
J. Johnson - T. Hardaway Jr. - T. Burke - W. Cauley-Stein - L. Doncic,DAL,28,132.8,105.1,27.7,2020-21,L. Dončić,T. Burke,T. Hardaway Jr.,J. Johnson,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,DAL,28,90.8,132.4,-41.6,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758
T. Burke - W. Cauley-Stein - J. Richardson - M. Kleber - L. Doncic,DAL,27,125.5,110.3,15.1,2020-21,L. Dončić,T. Burke,J. Richardson,M. Kleber,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - K. Porziņģis - W. Cauley-Stein - W. Iwundu - L. Doncic,DAL,23,108.3,106.0,2.3,2020-21,L. Dončić,T. Hardaway Jr.,W. Iwundu,K. Porziņģis,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.11,0.0275,0.5760000000000001,0.0,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - T. Burke - W. Cauley-Stein - D. Finney-Smith - L. Doncic,DAL,23,120.8,89.8,31.0,2020-21,L. Dončić,T. Burke,T. Hardaway Jr.,D. Finney-Smith,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
D. Powell - K. Porziņģis - J. Richardson - D. Finney-Smith - L. Doncic,DAL,22,125.0,163.3,-38.3,2020-21,L. Dončić,J. Richardson,D. Finney-Smith,K. Porziņģis,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
J. Johnson - T. Burke - W. Cauley-Stein - W. Iwundu - L. Doncic,DAL,22,115.6,129.2,-13.6,2020-21,L. Dončić,T. Burke,W. Iwundu,J. Johnson,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.11,0.0275,0.5760000000000001,0.0,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,22,120.8,110.9,10.0,2020-21,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,21,97.7,106.5,-8.8,2020-21,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,19,112.2,88.1,24.1,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
J. Johnson - T. Hardaway Jr. - W. Cauley-Stein - J. Brunson - L. Doncic,DAL,18,95.5,100.0,-4.5,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,J. Johnson,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Burke - D. Powell - J. Richardson - M. Kleber - L. Doncic,DAL,18,119.5,107.5,12.0,2020-21,L. Dončić,T. Burke,J. Richardson,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
K. Porziņģis - J. Richardson - D. Finney-Smith - L. Doncic - N. Melli,DAL,17,89.2,113.5,-24.3,2020-21,L. Dončić,J. Richardson,D. Finney-Smith,N. Melli,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.28150000000000003,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - K. Porziņģis - J. Brunson - L. Doncic - J. Green,DAL,17,131.4,97.1,34.3,2020-21,L. Dončić,J. Brunson,J. Green,T. Hardaway Jr.,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.799,0.0,0.937,0.893,0.559,0.813,0.574,0.0,0.176,0.557,0.0,0.803,0.125,0.603,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,16,157.1,123.5,33.6,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758
T. Hardaway Jr. - D. Powell - J. Richardson - L. Doncic - N. Melli,DAL,16,85.7,80.6,5.1,2020-21,L. Dončić,T. Hardaway Jr.,J. Richardson,N. Melli,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.28150000000000003,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
J. Richardson - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,15,100.0,127.8,-27.8,2020-21,L. Dončić,J. Brunson,J. Richardson,D. Finney-Smith,M. Kleber,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758
K. Porziņģis - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,15,118.8,100.0,18.8,2020-21,L. Dončić,J. Brunson,D. Finney-Smith,M. Kleber,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Burke - D. Powell - M. Kleber - J. Brunson - L. Doncic,DAL,15,87.9,84.8,3.0,2020-21,L. Dončić,T. Burke,J. Brunson,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - D. Powell - J. Richardson - M. Kleber - L. Doncic,DAL,15,118.8,80.6,38.1,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
D. Powell - D. Finney-Smith - J. Brunson - L. Doncic - N. Melli,DAL,14,125.8,107.1,18.7,2020-21,L. Dončić,J. Brunson,D. Finney-Smith,N. Melli,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.28150000000000003,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
D. Powell - J. Richardson - M. Kleber - J. Brunson - L. Doncic,DAL,14,120.7,100.0,20.7,2020-21,L. Dončić,J. Brunson,J. Richardson,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
J. Johnson - T. Hardaway Jr. - D. Powell - J. Brunson - L. Doncic,DAL,14,125.9,120.0,5.9,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,J. Johnson,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
J. Johnson - T. Hardaway Jr. - T. Burke - K. Porziņģis - L. Doncic,DAL,14,93.9,96.4,-2.5,2020-21,L. Dončić,T. Burke,T. Hardaway Jr.,J. Johnson,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Burke - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,14,143.3,141.9,1.4,2020-21,L. Dončić,T. Burke,D. Finney-Smith,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - K. Porziņģis - M. Kleber - J. Brunson - L. Doncic,DAL,14,127.3,116.1,11.1,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,M. Kleber,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - T. Burke - D. Powell - D. Finney-Smith - L. Doncic,DAL,14,135.5,106.7,28.8,2020-21,L. Dončić,T. Burke,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
W. Cauley-Stein - J. Richardson - D. Finney-Smith - J. Brunson - L. Doncic,DAL,14,83.9,109.7,-25.8,2020-21,L. Dončić,J. Brunson,J. Richardson,D. Finney-Smith,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
J. Johnson - T. Burke - B. Marjanović - L. Doncic - J. Green,DAL,13,124.1,72.4,51.7,2020-21,L. Dončić,T. Burke,J. Green,J. Johnson,B. Marjanović,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.799,0.0,0.937,0.893,0.559,0.813,0.574,0.0,0.176,0.557,0.0,0.803,0.125,0.603,0.497,0.354,0.7775000000000001,0.07,0.0,0.4695,0.617,0.491,0.554,0.0,0.1565,0.15,0.0,0.2205,,,,,,,,,,,,,,
J. Redick - T. Hardaway Jr. - D. Powell - M. Kleber - L. Doncic,DAL,13,89.7,117.9,-28.2,2020-21,L. Dončić,J. Redick,T. Hardaway Jr.,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.416,0.4055,0.9545,0.0,0.0,0.371,0.0,0.2935,0.3605,0.35,0.491,0.496,0.0,0.487,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - D. Powell - D. Finney-Smith - L. Doncic - J. Green,DAL,13,148.1,88.9,59.3,2020-21,L. Dončić,J. Green,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.799,0.0,0.937,0.893,0.559,0.813,0.574,0.0,0.176,0.557,0.0,0.803,0.125,0.603,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - D. Powell - J. Brunson - L. Doncic - N. Melli,DAL,13,120.0,70.4,49.6,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,N. Melli,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.28150000000000003,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
