PLAYER_NAME,Player_Abbrev,SeasonYear,Defensive_Handoff,Defensive_OffScreen,Defensive_PRBallHandler,Defensive_PRRollMan,Defensive_Postup,Defensive_Spotup,Offensive_Cut,Offensive_Handoff,Offensive_Misc,Offensive_OffScreen,Offensive_PRBallHandler,Offensive_PRRollMan,Offensive_Postup,Offensive_Spotup
Dragan Bender,D. Bender,2016-17,0.0,0.035,0.888,0.103,0.251,0.217,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.21
Dragan Bender,D. Bender,2017-18,0.58,0.402,0.176,0.928,0.419,0.307,0.161,0.0,0.091,0.55,0.099,0.783,0.015,0.469
Dragan Bender,D. Bender,2018-19,0.052,0.862,0.0,0.069,0.665,0.322,0.612,0.0,0.266,0.0,0.0,0.208,0.139,0.065
Dragan Bender,D. Bender,2019-20,0.0,0.0,0.0,0.0,0.0085,0.43300000000000005,0.0,0.0,0.011,0.0,0.0,0.4585,0.0,0.155
Draymond Green,D. Green,2023-24,0.805,0.545,0.876,0.654,0.8,0.911,0.123,0.0,0.0,0.0,0.554,0.267,0.0,0.731
Draymond Green,D. Green,2024-25,0.893,0.996,0.871,0.516,0.471,0.163,0.381,0.0,0.198,0.0,0.322,0.113,0.016,0.332
Drew Eubanks,D. Eubanks,2019-20,0.0,0.0,0.0,0.394,0.0,0.016,0.331,0.0,0.299,0.0,0.0,0.968,0.764,0.0
Drew Eubanks,D. Eubanks,2020-21,0.0,0.0,0.0,0.088,0.838,0.935,0.831,0.0,0.355,0.0,0.0,0.374,0.731,0.358
Drew Eubanks,D. Eubanks,2021-22,0.0,0.0,0.0,0.6185,0.6705000000000001,0.508,0.438,0.0,0.14900000000000002,0.0,0.0,0.543,0.3105,0.475
Drew Eubanks,D. Eubanks,2022-23,0.0,0.0,0.0,0.247,0.38,0.396,0.439,0.0,0.455,0.0,0.0,0.71,0.982,0.17
Drew Eubanks,D. Eubanks,2023-24,0.394,0.908,0.756,0.548,0.216,0.128,0.661,0.0,0.377,0.0,0.0,0.43,0.146,0.0
Drew Eubanks,D. Eubanks,2024-25,0.0,0.368,0.613,0.115,0.1205,0.34750000000000003,0.228,0.0,0.0,0.0,0.0,0.3385,0.023,0.4985
Drew Gooden,D. Gooden,2015-16,0.0,0.0,0.0,0.342,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.054
Dru Smith,D. Smith,2022-23,0.0,0.0,0.0,0.0,0.0,0.5155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dru Smith,D. Smith,2023-24,0.0,0.0,0.02,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997
Dru Smith,D. Smith,2024-25,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.548,0.0,0.708,0.0,0.0,0.986
Duane Washington Jr.,D. Washington Jr.,2021-22,0.02,0.546,0.121,0.0,0.487,0.167,0.023,0.467,0.35,0.178,0.339,0.016,0.0,0.851
Duane Washington Jr.,D. Washington Jr.,2022-23,0.296,0.0,0.834,0.0,0.0,0.746,0.0,0.175,0.154,0.0,0.422,0.0,0.0,0.098
Duncan Robinson,D. Robinson,2019-20,0.603,0.916,0.06,0.596,0.617,0.773,0.994,0.977,0.593,0.703,1.0,0.479,0.0,0.915
Duncan Robinson,D. Robinson,2020-21,0.512,0.696,0.429,0.652,0.364,0.465,0.956,0.724,0.462,0.881,0.442,1.0,0.0,0.849
Duncan Robinson,D. Robinson,2021-22,0.644,0.76,0.688,0.898,0.821,0.267,0.214,0.779,0.366,0.616,0.946,0.426,0.0,0.791
Duncan Robinson,D. Robinson,2022-23,0.0,0.0,0.968,0.0,0.0,0.119,0.0,0.786,0.405,0.229,0.268,0.0,0.0,0.272
Duncan Robinson,D. Robinson,2023-24,0.862,0.545,0.667,0.869,0.237,0.0,0.0,0.625,0.463,0.39,0.557,0.667,0.0,0.92
Duncan Robinson,D. Robinson,2024-25,0.837,0.167,0.311,0.888,0.59,0.615,0.69,0.579,0.701,0.513,0.599,0.609,0.0,0.667
Duop Reath,D. Reath,2023-24,0.0,0.0,0.409,0.654,0.392,0.0,0.175,0.667,0.115,0.0,0.0,0.343,0.748,0.651
Dwayne Bacon,D. Bacon,2017-18,0.525,0.795,0.425,0.08,0.467,0.604,0.0,0.568,0.0,0.085,0.153,0.0,0.0,0.263
Dwayne Bacon,D. Bacon,2018-19,0.075,0.571,0.265,0.0,0.885,0.108,0.0,0.441,0.0,0.987,0.195,0.0,0.0,0.452
Dwayne Bacon,D. Bacon,2019-20,0.987,0.85,0.793,0.0,0.0,0.861,0.0,0.359,0.063,0.104,0.061,0.0,0.431,0.196
Dwayne Bacon,D. Bacon,2020-21,0.183,0.12,0.345,0.853,0.915,0.349,0.695,0.431,0.355,0.348,0.658,0.0,0.0,0.185
Dwight Buycks,D. Buycks,2017-18,0.0,0.0,0.747,0.0,0.987,0.031,0.685,0.109,0.057,0.0,0.43,0.0,0.0,0.456
Dwight Howard,D. Howard,2015-16,0.0,0.187,0.0,0.442,0.602,0.753,0.774,0.0,0.548,0.0,0.0,0.712,0.453,0.0
Dwight Howard,D. Howard,2016-17,0.0,0.872,0.0,0.288,0.842,0.437,0.709,0.0,0.264,0.0,0.0,0.834,0.379,0.071
Dwight Howard,D. Howard,2017-18,0.0,0.56,0.0,0.338,0.752,0.551,0.669,0.0,0.742,0.008,0.0,0.425,0.392,0.109
Dwight Howard,D. Howard,2018-19,0.0,0.0,0.0,0.0,0.0,0.156,0.954,0.0,0.689,0.0,0.0,0.491,0.578,0.0
Dwight Howard,D. Howard,2019-20,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0
Dwight Howard,D. Howard,2020-21,0.0,0.0,0.0,0.705,0.703,0.443,0.422,0.0,0.044,0.0,0.0,0.58,0.413,0.716
Dwight Howard,D. Howard,2021-22,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899
Dwight Powell,D. Powell,2015-16,0.0,0.027,0.0,0.112,0.485,0.909,0.833,0.0,0.863,0.049,0.0,0.338,0.0,0.068
Dwight Powell,D. Powell,2016-17,0.0,0.0,0.341,0.872,0.596,0.18,0.686,0.0,0.536,0.067,0.0,0.775,0.0,0.273
Dwight Powell,D. Powell,2017-18,0.637,0.472,0.692,0.541,0.208,0.814,0.66,0.0,0.712,0.012,0.0,0.957,0.716,0.615
Dwight Powell,D. Powell,2018-19,0.971,0.208,0.495,0.601,0.429,0.266,0.922,0.0,0.852,0.631,0.0,0.903,0.227,0.576
Dwight Powell,D. Powell,2019-20,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
Dwight Powell,D. Powell,2020-21,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
Dwight Powell,D. Powell,2021-22,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
Dwight Powell,D. Powell,2022-23,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
Dwight Powell,D. Powell,2023-24,0.0,0.0,0.264,0.855,0.858,0.23,0.075,0.0,0.873,0.0,0.0,0.948,0.0,0.0
Dwyane Wade,D. Wade,2015-16,0.647,0.851,0.888,0.849,0.115,0.479,0.223,0.396,0.888,0.667,0.698,0.0,0.565,0.578
Dwyane Wade,D. Wade,2016-17,0.189,0.913,0.493,0.0,0.444,0.472,0.257,0.183,0.551,0.389,0.718,0.0,0.616,0.236
Dwyane Wade,D. Wade,2017-18,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004
Dwyane Wade,D. Wade,2018-19,0.633,0.883,0.626,0.606,0.082,0.522,0.255,0.361,0.901,0.353,0.422,0.0,0.404,0.689
Dylan Windler,D. Windler,2020-21,0.0,0.0,0.072,0.0,0.0,0.47,0.504,0.624,0.229,0.929,0.927,0.0,0.0,0.145
Dylan Windler,D. Windler,2021-22,0.0,0.0,0.937,0.0,0.0,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846
Dylan Windler,D. Windler,2023-24,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Dyson Daniels,D. Daniels,2022-23,0.676,0.715,0.853,1.0,0.291,0.708,0.595,0.192,0.176,0.0,0.166,0.0,0.0,0.232
Dyson Daniels,D. Daniels,2023-24,0.682,0.7,0.64,0.0,0.733,0.202,0.21,0.957,0.0,0.0,0.229,0.0,0.0,0.0
Dyson Daniels,D. Daniels,2024-25,0.39,0.152,0.499,0.508,0.429,0.361,0.432,0.548,0.34,0.116,0.442,0.141,0.0,0.0
Dzanan Musa,D. Musa,2019-20,0.0,0.191,0.519,0.0,0.0,0.157,0.0,0.0,0.937,0.099,0.135,0.0,0.0,0.154
Dāvis Bertāns,D. Bertāns,2016-17,0.0,0.277,0.961,0.801,0.615,0.548,0.929,0.0,0.184,0.9,0.0,0.087,0.0,0.901
Dāvis Bertāns,D. Bertāns,2017-18,0.945,0.701,0.997,0.923,0.61,0.753,0.643,0.484,0.317,0.996,0.016,0.855,0.0,0.664
Dāvis Bertāns,D. Bertāns,2018-19,0.645,0.698,0.568,0.469,0.571,0.52,0.307,0.881,0.309,0.901,0.447,0.963,0.0,0.917
Dāvis Bertāns,D. Bertāns,2019-20,0.658,0.751,0.727,0.077,0.828,0.616,0.58,0.488,0.88,0.788,0.122,0.442,0.0,0.895
Dāvis Bertāns,D. Bertāns,2020-21,0.379,0.318,0.909,0.326,0.009,0.638,0.344,0.401,0.904,0.829,0.0,0.11,0.0,0.909
Dāvis Bertāns,D. Bertāns,2021-22,0.0,0.0,0.3905,0.0,0.0,0.59,0.1425,0.4165,0.3015,0.193,0.0,0.041,0.0,0.532
Dāvis Bertāns,D. Bertāns,2022-23,0.0,0.304,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.934,0.0,0.065,0.0,0.988
Dāvis Bertāns,D. Bertāns,2023-24,0.0,0.0,0.4155,0.149,0.0,0.309,0.4335,0.2895,0.0185,0.3775,0.0,0.0,0.0,0.8514999999999999
E'Twaun Moore,E. Moore,2015-16,0.793,0.411,0.634,0.0,0.37,0.241,0.935,0.792,0.716,0.0,0.552,0.0,0.281,0.897
E'Twaun Moore,E. Moore,2016-17,0.165,0.324,0.719,0.0,0.546,0.128,0.417,0.883,0.728,0.187,0.711,0.0,0.621,0.651
E'Twaun Moore,E. Moore,2017-18,0.58,0.144,0.545,0.149,0.452,0.46,0.856,0.821,0.574,0.691,0.15,0.99,0.975,0.732
E'Twaun Moore,E. Moore,2018-19,0.671,0.103,0.71,0.0,0.491,0.431,0.78,0.829,0.958,0.578,0.207,0.346,0.0,0.661
E'Twaun Moore,E. Moore,2019-20,0.235,0.268,0.932,0.0,0.938,0.586,0.965,0.027,0.689,0.207,0.293,0.0,0.0,0.895
E'Twaun Moore,E. Moore,2020-21,0.838,0.0,0.914,0.0,0.125,0.869,0.0,0.746,0.622,0.0,0.458,0.0,0.0,0.282
Ed Davis,E. Davis,2015-16,0.0,0.985,0.373,0.737,0.278,0.581,0.477,0.0,0.636,0.0,0.0,0.606,0.875,0.0
Ed Davis,E. Davis,2016-17,0.0,0.957,0.0,0.045,0.127,0.304,0.369,0.0,0.148,0.0,0.0,0.245,0.0,0.0
Ed Davis,E. Davis,2017-18,0.0,0.0,0.0,0.889,0.653,0.361,0.34,0.0,0.213,0.0,0.0,0.517,0.114,0.073
Ed Davis,E. Davis,2018-19,0.0,0.0,0.0,0.531,0.226,0.637,0.453,0.0,0.07,0.0,0.0,0.38,0.0,0.0
Ed Davis,E. Davis,2019-20,0.0,0.0,0.0,0.671,0.0,0.022,0.0,0.0,0.052,0.0,0.0,0.023,0.0,0.0
Ed Davis,E. Davis,2020-21,0.0,0.0,0.0,0.0,0.225,0.109,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Davis,E. Davis,2021-22,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmond Sumner,E. Sumner,2019-20,0.136,0.73,0.015,0.0,0.0,0.452,0.0,0.0,0.864,0.0,0.174,0.0,0.0,0.273
Edmond Sumner,E. Sumner,2020-21,0.012,0.821,0.615,0.0,0.364,0.228,0.968,0.014,0.0,0.0,0.474,0.0,0.0,0.679
Edmond Sumner,E. Sumner,2022-23,0.75,0.252,0.202,0.0,0.025,0.344,0.472,0.136,0.813,0.0,0.537,0.0,0.0,0.405
Ekpe Udoh,E. Udoh,2017-18,0.0,0.0,0.0,0.612,0.956,0.829,0.141,0.0,0.761,0.0,0.0,0.068,0.0,0.0
Elfrid Payton,E. Payton,2015-16,0.732,0.054,0.425,0.0,0.192,0.503,0.116,0.319,0.633,0.016,0.279,0.0,0.0,0.221
Elfrid Payton,E. Payton,2016-17,0.405,0.301,0.699,0.075,0.528,0.434,0.094,0.608,0.596,0.9,0.561,0.0,0.0,0.278
Elfrid Payton,E. Payton,2017-18,0.22549999999999998,0.2215,0.22649999999999998,0.33,0.3435,0.549,0.1065,0.033,0.1645,0.0,0.5900000000000001,0.0,0.0,0.40349999999999997
Elfrid Payton,E. Payton,2018-19,0.587,0.237,0.62,0.469,0.843,0.611,0.116,0.238,0.365,0.0,0.222,0.0,0.0,0.616
Elfrid Payton,E. Payton,2019-20,0.644,0.791,0.597,0.339,0.322,0.514,0.88,0.852,0.316,0.0,0.273,0.0,0.0,0.087
Elfrid Payton,E. Payton,2020-21,0.416,0.217,0.683,0.122,0.259,0.341,0.081,0.53,0.26,0.0,0.43,0.0,0.0,0.177
Elfrid Payton,E. Payton,2021-22,0.696,0.811,0.254,0.0,0.0,0.511,0.271,0.271,0.218,0.0,0.134,0.0,0.0,0.016
Elfrid Payton,E. Payton,2024-25,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0
Elie Okobo,E. Okobo,2018-19,0.928,0.279,0.505,0.0,0.885,0.418,0.897,0.689,0.309,0.0,0.204,0.0,0.0,0.162
Elie Okobo,E. Okobo,2019-20,0.075,0.591,0.025,0.0,0.856,0.253,0.0,0.957,0.456,0.0,0.071,0.0,0.0,0.687
Elijah Harkless,E. Harkless,2024-25,0.0,0.0,0.013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039
Elijah Hughes,E. Hughes,2021-22,0.687,0.0,0.077,0.0,0.0,0.684,0.0,0.0,0.0,0.023,0.847,0.0,0.0,0.017
Elton Brand,E. Brand,2015-16,0.0,0.0,0.0,0.0,0.933,1.0,0.073,0.0,0.0,0.0,0.0,0.018,0.0,0.197
Emeka Okafor,E. Okafor,2017-18,0.0,0.0,0.0,0.0,0.423,0.023,0.224,0.0,0.0,0.0,0.0,0.739,0.064,0.0
Emmanuel Mudiay,E. Mudiay,2015-16,0.703,0.866,0.478,0.076,0.041,0.095,0.285,0.657,0.591,0.829,0.217,0.0,0.058,0.217
Emmanuel Mudiay,E. Mudiay,2016-17,0.13,0.153,0.677,0.0,0.391,0.174,0.163,0.421,0.508,0.675,0.328,0.0,0.503,0.239
Emmanuel Mudiay,E. Mudiay,2017-18,0.5549999999999999,0.40650000000000003,0.5189999999999999,0.0,0.454,0.11199999999999999,0.7035,0.465,0.0065,0.5905,0.2755,0.0,0.0,0.24
Emmanuel Mudiay,E. Mudiay,2018-19,0.315,0.645,0.502,0.917,0.707,0.588,0.225,0.5,0.757,0.23,0.66,0.0,0.677,0.542
Emmanuel Mudiay,E. Mudiay,2019-20,0.126,0.625,0.511,0.105,0.848,0.833,0.0,0.113,0.107,0.0,0.717,0.0,0.216,0.486
Enes Freedom,E. Freedom,2015-16,0.0,0.075,0.0,0.806,0.612,0.05,0.647,0.0,0.723,0.0,0.0,0.703,0.659,0.914
Enes Freedom,E. Freedom,2016-17,0.0,0.026,0.0,0.507,0.227,0.848,0.286,0.0,0.819,0.774,0.0,0.716,0.847,0.069
Enes Freedom,E. Freedom,2017-18,0.0,0.253,0.0,0.17,0.637,0.104,0.492,0.0,0.656,0.0,0.0,0.44,0.74,0.261
Enes Freedom,E. Freedom,2018-19,0.0,0.0,0.0,0.498,0.393,0.3595,0.5055000000000001,0.0,0.53,0.0,0.0,0.6075,0.6295,0.053000000000000005
Enes Freedom,E. Freedom,2019-20,0.0,0.0,0.0,0.885,0.776,0.947,0.573,0.0,0.36,0.0,0.0,0.571,0.806,0.006
Enes Freedom,E. Freedom,2020-21,0.0,0.909,0.0,0.158,0.676,0.314,0.523,0.0,0.585,0.0,0.0,0.693,0.681,0.0
Enes Freedom,E. Freedom,2021-22,0.0,0.0,0.0,0.089,0.291,0.699,0.078,0.0,0.104,0.0,0.0,0.206,0.876,0.0
Eric Bledsoe,E. Bledsoe,2015-16,0.245,0.068,0.543,0.0,0.399,0.848,0.743,0.385,0.769,0.122,0.917,0.0,0.094,0.306
Eric Bledsoe,E. Bledsoe,2016-17,0.827,0.246,0.125,0.371,0.668,0.246,0.954,0.346,0.526,0.273,0.878,0.0,0.283,0.726
Eric Bledsoe,E. Bledsoe,2017-18,0.2575,0.194,0.421,0.487,0.276,0.303,0.424,0.4805,0.3845,0.1525,0.737,0.0,0.4975,0.3725
Eric Bledsoe,E. Bledsoe,2018-19,0.798,0.353,0.519,0.796,0.485,0.574,0.849,0.877,0.654,0.631,0.866,0.0,0.985,0.442
Eric Bledsoe,E. Bledsoe,2019-20,0.515,0.359,0.564,0.761,0.0,0.757,0.382,0.41,0.646,0.333,0.83,0.0,0.0,0.449
Eric Bledsoe,E. Bledsoe,2020-21,0.21,0.424,0.576,0.151,0.364,0.267,0.782,0.484,0.35,0.333,0.448,0.0,0.0,0.563
Eric Bledsoe,E. Bledsoe,2021-22,0.614,0.963,0.389,0.737,0.233,0.459,0.242,0.488,0.369,0.0,0.167,0.0,0.0,0.692
Eric Gordon,E. Gordon,2015-16,0.906,0.958,0.286,0.0,0.944,0.291,0.804,0.534,0.934,0.537,0.893,0.0,0.0,0.763
Eric Gordon,E. Gordon,2016-17,0.575,0.35,0.908,0.038,0.931,0.854,0.794,0.55,0.79,0.787,0.735,0.0,0.0,0.644
Eric Gordon,E. Gordon,2017-18,0.683,0.819,0.649,0.845,0.718,0.775,0.601,0.471,0.736,0.59,0.748,0.85,0.0,0.803
Eric Gordon,E. Gordon,2018-19,0.217,0.05,0.462,0.844,0.953,0.62,0.798,0.374,0.574,0.362,0.693,0.484,0.0,0.851
Eric Gordon,E. Gordon,2019-20,0.822,0.158,0.733,0.0,0.868,0.924,0.017,0.288,0.918,0.856,0.875,0.322,0.0,0.365
Eric Gordon,E. Gordon,2020-21,0.482,0.0,0.503,0.0,0.716,0.97,0.0,0.83,0.196,0.924,0.93,0.0,0.0,0.565
Eric Gordon,E. Gordon,2021-22,0.57,0.436,0.436,0.984,0.932,0.557,0.896,0.882,0.523,0.399,0.506,0.0,0.0,0.864
Eric Gordon,E. Gordon,2022-23,0.473,0.7255,0.134,0.0,0.337,0.494,0.0,0.3105,0.4735,0.0175,0.7364999999999999,0.0,0.0,0.7935
Eric Gordon,E. Gordon,2023-24,0.652,0.0,0.627,0.43,0.749,0.421,0.0,0.239,0.006,0.09,0.349,0.98,0.0,0.843
Eric Gordon,E. Gordon,2024-25,0.661,0.0,0.953,0.0,0.825,0.214,0.0,0.163,0.072,0.186,0.129,0.0,0.0,0.781
Eric Moreland,E. Moreland,2017-18,0.0,0.0,0.0,0.607,0.785,0.324,0.044,0.0,0.043,0.0,0.0,0.275,0.0,0.0
Eric Paschall,E. Paschall,2019-20,0.287,0.784,0.753,0.413,0.494,0.494,0.727,0.074,0.377,0.459,0.952,0.687,0.865,0.414
Eric Paschall,E. Paschall,2020-21,0.982,0.0,0.058,0.287,0.966,0.809,0.344,0.0,0.647,0.0,0.888,0.744,0.63,0.228
Eric Paschall,E. Paschall,2021-22,0.321,0.373,0.457,0.0,0.992,0.127,0.829,0.0,0.873,0.0,0.923,0.843,0.0,0.758
Ersan Ilyasova,E. Ilyasova,2015-16,0.4,0.0075,0.487,0.6645,0.26849999999999996,0.7629999999999999,0.593,0.115,0.4445,0.2705,0.0,0.252,0.29150000000000004,0.6565
Ersan Ilyasova,E. Ilyasova,2016-17,0.0585,0.856,0.503,0.9625,0.7955,0.852,0.4315,0.096,0.6885,0.9565,0.0015,0.1305,0.4225,0.571
Ersan Ilyasova,E. Ilyasova,2017-18,0.0,0.386,0.6525,0.4325,0.45249999999999996,0.486,0.485,0.041,0.71,0.34400000000000003,0.0,0.447,0.49050000000000005,0.621
Ersan Ilyasova,E. Ilyasova,2018-19,0.919,0.482,0.153,0.087,0.858,0.405,0.198,0.899,0.645,0.212,0.0,0.421,0.123,0.257
Ersan Ilyasova,E. Ilyasova,2019-20,0.453,0.191,0.985,0.629,0.363,0.594,0.709,0.81,0.815,0.434,0.0,0.604,0.039,0.459
Eugene Omoruyi,E. Omoruyi,2022-23,0.0,0.0,0.416,0.0,0.0,0.482,0.2415,0.0,0.7195,0.0,0.0,0.0,0.0,0.1965
Evan Fournier,E. Fournier,2015-16,0.369,0.545,0.448,0.123,0.156,0.262,0.686,0.665,0.691,0.801,0.576,0.0,0.0,0.751
Evan Fournier,E. Fournier,2016-17,0.519,0.578,0.362,0.0,0.14,0.396,0.754,0.583,0.633,0.597,0.787,0.0,0.0,0.576
Evan Fournier,E. Fournier,2017-18,0.398,0.761,0.239,0.0,0.208,0.509,0.95,0.494,0.89,0.365,0.815,0.0,0.0,0.953
Evan Fournier,E. Fournier,2018-19,0.422,0.36,0.34,0.364,0.115,0.669,0.694,0.572,0.846,0.56,0.347,0.0,0.0,0.794
Evan Fournier,E. Fournier,2019-20,0.171,0.171,0.401,0.07,0.137,0.645,0.98,0.704,0.781,0.766,0.772,0.0,0.0,0.842
Evan Fournier,E. Fournier,2020-21,0.533,0.3155,0.48050000000000004,0.0,0.0185,0.6799999999999999,0.28,0.5905,0.1465,0.7115,0.571,0.0,0.0,0.8175
Evan Fournier,E. Fournier,2021-22,0.622,0.256,0.364,0.378,0.048,0.737,0.008,0.772,0.177,0.228,0.557,0.0,0.0,0.876
Evan Fournier,E. Fournier,2022-23,0.782,0.9,0.544,0.0,0.0,0.754,0.0,0.036,0.0,0.438,0.13,0.0,0.0,0.229
Evan Fournier,E. Fournier,2023-24,0.3955,0.0,0.066,0.0,0.0,0.424,0.0,0.0605,0.0,0.111,0.2995,0.0,0.0,0.0095
Evan Mobley,E. Mobley,2021-22,0.395,0.448,0.103,0.291,0.658,0.363,0.482,0.0,0.531,0.0,0.244,0.226,0.598,0.072
Evan Mobley,E. Mobley,2022-23,0.238,0.755,0.447,0.371,0.606,0.471,0.843,0.0,0.51,0.0,0.563,0.453,0.162,0.037
Evan Mobley,E. Mobley,2023-24,0.266,0.775,0.952,0.51,0.736,0.217,0.747,0.957,0.059,0.0,0.243,0.347,0.166,0.0
Evan Mobley,E. Mobley,2024-25,0.263,0.26,0.369,0.677,0.553,0.564,0.932,0.104,0.903,0.828,0.343,0.71,0.222,0.241
Evan Turner,E. Turner,2015-16,0.604,0.592,0.923,0.342,0.449,0.85,0.556,0.742,0.628,0.328,0.338,0.0,0.839,0.172
Evan Turner,E. Turner,2016-17,0.729,0.208,0.345,0.872,0.441,0.415,0.172,0.314,0.19,0.02,0.578,0.0,0.937,0.21
Evan Turner,E. Turner,2017-18,0.621,0.177,0.31,0.822,0.355,0.412,0.427,0.506,0.392,0.329,0.589,0.0,0.745,0.448
Evan Turner,E. Turner,2018-19,0.429,0.638,0.241,0.993,0.238,0.38,0.472,0.295,0.164,0.0,0.174,0.0,0.779,0.077
Evan Turner,E. Turner,2019-20,0.0,0.0,0.937,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.062
Facundo Campazzo,F. Campazzo,2020-21,0.808,0.259,0.753,0.122,0.767,0.289,0.0,0.032,0.73,0.0,0.485,0.0,0.0,0.825
Facundo Campazzo,F. Campazzo,2021-22,0.261,0.373,0.425,0.407,0.699,0.809,0.234,0.339,0.204,0.0,0.176,0.0,0.0,0.391
Festus Ezeli,F. Ezeli,2015-16,0.0,0.0,0.0,0.342,0.332,0.533,0.644,0.0,0.527,0.0,0.0,0.626,0.233,0.0
Frank Jackson,F. Jackson,2018-19,0.131,0.411,0.184,0.23,0.671,0.123,0.196,0.585,0.574,0.677,0.59,0.0,0.0,0.248
Frank Jackson,F. Jackson,2019-20,0.628,0.879,0.144,0.0,0.003,0.18,0.771,0.28,0.997,0.213,0.325,0.0,0.0,0.305
Frank Jackson,F. Jackson,2020-21,0.927,0.793,0.592,0.0,0.0,0.761,0.74,0.375,0.721,0.39,0.204,0.0,0.0,0.933
Frank Jackson,F. Jackson,2021-22,0.766,0.981,0.029,0.0,0.221,0.076,1.0,0.391,0.614,0.164,0.2,0.902,0.0,0.49
Frank Kaminsky,F. Kaminsky,2015-16,0.245,0.512,0.027,0.403,0.253,0.525,0.667,0.051,0.745,0.755,0.0,0.507,0.382,0.266
Frank Kaminsky,F. Kaminsky,2016-17,0.616,0.73,0.983,0.349,0.546,0.259,0.406,0.021,0.167,0.675,0.035,0.55,0.389,0.385
Frank Kaminsky,F. Kaminsky,2017-18,0.505,0.472,0.128,0.213,0.791,0.163,0.398,0.518,0.613,0.807,0.899,0.483,0.569,0.418
Frank Kaminsky,F. Kaminsky,2018-19,0.0,0.0,0.0,0.469,0.631,0.551,0.849,0.0,0.603,0.0,0.0,0.5,0.975,0.542
Frank Kaminsky,F. Kaminsky,2019-20,0.0,0.0,0.0,0.039,0.621,0.188,0.198,0.0,0.196,0.932,0.0,0.276,0.458,0.65
Frank Kaminsky,F. Kaminsky,2020-21,0.0,0.0,0.0,0.256,0.446,0.231,0.432,0.0,0.0,0.0,0.0,0.487,0.494,0.675
Frank Kaminsky,F. Kaminsky,2021-22,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.785,0.0,0.0
Frank Mason III,F. Mason III,2017-18,0.388,0.472,0.359,0.0,0.718,0.101,0.0,0.732,0.153,0.0,0.49,0.0,0.0,0.178
Frank Mason III,F. Mason III,2018-19,0.539,0.0,0.686,0.0,0.18,0.963,0.749,0.0,0.331,0.0,0.395,0.0,0.0,0.445
Frank Mason III,F. Mason III,2019-20,0.0,0.0,0.957,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.916,0.0,0.0,0.004
Frank Mason III,F. Mason III,2020-21,0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0
Frank Ntilikina,F. Ntilikina,2017-18,0.722,0.337,0.903,0.798,0.977,0.074,0.0,0.156,0.113,0.028,0.242,0.0,0.0,0.582
Frank Ntilikina,F. Ntilikina,2018-19,0.809,0.544,0.658,0.0,0.219,0.185,0.0,0.158,0.358,0.0,0.267,0.0,0.0,0.107
Frank Ntilikina,F. Ntilikina,2019-20,0.381,0.109,0.65,0.99,0.363,0.08,0.0,0.119,0.7,0.0,0.329,0.0,0.0,0.414
Frank Ntilikina,F. Ntilikina,2020-21,0.93,0.125,0.824,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.974
Frank Ntilikina,F. Ntilikina,2021-22,0.43,0.991,0.781,0.0,0.0,0.92,0.0,0.42,0.581,0.0,0.321,0.0,0.0,0.665
