GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonYear,Player1,Player2,Player3,Player4,Player5
Lineups,-203552-203939-204001-1627827-1629029-,S. Curry - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,8,5,3,0.625,66.0,113.4,114.7,110.2,108.3,3.2,6.4,0.635,1.32,18.3,0.196,0.758,0.5,0.184,0.615,0.642,97.2,97.51,81.26,136,0.545,541,447,12228,5382,177,4649,7899,5406,5142,3602,4675,6679,5814,5192,9867,3976,4260,10958,5578,2019-20,S. Curry,D. Powell,K. Porzingis,D. Finney-Smith,L. Doncic
Lineups,-203501-203552-204001-1628467-1629029-,T. Hardaway Jr. - S. Curry - K. Porzingis - M. Kleber - L. Doncic,1610612742,DAL,19,11,8,0.579,58.0,114.7,110.1,106.2,102.3,8.5,7.8,0.66,2.75,17.6,0.239,0.75,0.504,0.086,0.535,0.578,106.8,111.16,92.63,139,0.578,76,78,13655,5565,204,5150,7460,5299,4988,1189,5038,5934,5842,5187,6348,5454,5719,5714,5067,2019-20,T. Hardaway Jr.,S. Curry,K. Porzingis,M. Kleber,L. Doncic
Lineups,-203552-1626153-1627827-1628467-1629029-,S. Curry - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,16,9,7,0.563,54.0,96.9,93.1,108.9,105.3,-12.0,-12.2,0.447,1.89,11.0,0.284,0.727,0.473,0.078,0.417,0.452,99.0,102.73,85.61,116,0.409,113,134,13586,5608,231,7689,7631,8049,8004,2593,8333,4979,6585,7525,6156,8244,8815,9074,7797,2019-20,S. Curry,D. Wright,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203501-1626153-1627827-1628467-1629029-,T. Hardaway Jr. - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,18,11,7,0.611,36.0,105.9,101.2,97.1,92.0,8.8,9.1,0.6,1.67,13.5,0.229,0.721,0.462,0.105,0.477,0.536,109.4,114.96,95.8,86,0.559,87,78,13586,5423,410,5831,5334,5180,5376,2786,7246,6024,6697,7695,6955,7444,6664,4618,5324,2019-20,T. Hardaway Jr.,D. Wright,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-200826-203501-204001-1627827-1629029-,J. Barea - T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,5,1,4,0.2,33.0,99.3,100.0,89.9,92.3,9.4,7.7,0.48,1.5,13.8,0.235,0.697,0.463,0.119,0.483,0.512,98.8,97.22,81.01,67,0.549,1208,3091,12905,8190,485,5836,5341,5307,7892,3020,7174,5954,7087,7685,7492,7394,7266,11059,5516,2019-20,J. Barea,T. Hardaway Jr.,K. Porzingis,D. Finney-Smith,L. Doncic
Lineups,-203501-203552-1627827-1628467-1629029-,T. Hardaway Jr. - S. Curry - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,15,8,7,0.533,32.0,139.6,126.4,107.5,105.6,32.1,20.8,0.5,1.75,15.1,0.269,0.714,0.525,0.111,0.684,0.732,102.3,108.34,90.28,72,0.635,137,176,13586,5646,497,3409,7656,4198,6338,2695,6499,5114,6721,4910,7067,2843,2764,6764,4291,2019-20,T. Hardaway Jr.,S. Curry,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203501-203504-204001-1627827-1629029-,T. Hardaway Jr. - T. Burke - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,3,0,3,0.0,31.0,127.1,131.7,136.1,128.6,-8.9,3.2,0.586,3.4,19.5,0.241,0.767,0.508,0.079,0.621,0.656,96.9,97.81,81.51,63,0.51,2278,8348,12228,8348,511,3085,9936,5622,5755,667,4285,5920,5729,5156,6170,3928,3972,10877,6086,2019-20,T. Hardaway Jr.,T. Burke,K. Porzingis,D. Finney-Smith,L. Doncic
Lineups,-203501-204001-1626153-1627827-1629029-,T. Hardaway Jr. - K. Porzingis - D. Wright - D. Finney-Smith - L. Doncic,1610612742,DAL,15,11,4,0.733,28.0,117.2,118.2,107.6,100.0,9.5,18.2,0.625,2.5,15.6,0.375,0.667,0.5,0.091,0.468,0.537,110.1,113.65,94.71,66,0.542,137,78,12905,4760,596,4267,5774,4408,5169,1274,6274,3200,7234,5192,6406,7535,6643,4997,5619,2019-20,T. Hardaway Jr.,K. Porzingis,D. Wright,D. Finney-Smith,L. Doncic
Lineups,-203501-203939-1626153-1627827-1629029-,T. Hardaway Jr. - D. Powell - D. Wright - D. Finney-Smith - L. Doncic,1610612742,DAL,6,4,2,0.667,26.0,101.4,100.0,118.0,116.1,-16.7,-16.1,0.737,1.27,17.9,0.37,0.692,0.528,0.204,0.489,0.537,98.4,99.89,83.24,54,0.468,912,642,10647,4848,643,5836,8729,8346,3682,3637,4966,3314,7101,4835,10640,7353,6646,10193,6894,2019-20,T. Hardaway Jr.,D. Powell,D. Wright,D. Finney-Smith,L. Doncic
Lineups,-200826-203939-204001-1627827-1629029-,J. Barea - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,2,1,1,0.5,24.0,121.4,116.3,127.5,127.1,-6.1,-10.8,0.4,1.0,12.5,0.318,0.733,0.486,0.163,0.583,0.62,94.8,97.01,80.84,49,0.417,3507,3091,4331,5655,726,4529,9856,7946,8192,3873,7484,4441,6535,7311,9066,4454,4710,11116,7678,2019-20,J. Barea,D. Powell,K. Porzingis,D. Finney-Smith,L. Doncic
Lineups,-204001-1626153-1628467-1628973-1629029-,K. Porzingis - D. Wright - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,3,1,2,0.333,23.0,112.1,111.3,115.2,112.7,-3.1,-1.4,0.625,3.75,20.3,0.214,0.857,0.49,0.075,0.52,0.55,109.4,111.01,92.51,53,0.494,2278,3091,10647,7430,754,5023,8440,7296,5169,584,3457,6196,4384,7272,6038,5678,6387,5740,6551,2019-20,K. Porzingis,D. Wright,M. Kleber,J. Brunson,L. Doncic
Lineups,-203552-203939-1627827-1628467-1629029-,S. Curry - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,6,4,2,0.667,23.0,142.2,141.3,113.1,108.7,29.0,32.6,0.5,2.0,18.2,0.421,0.632,0.526,0.13,0.659,0.696,94.6,96.78,80.65,46,0.617,912,642,10647,4848,782,2333,7957,3512,6338,1613,4696,2799,8338,4860,7968,3319,3229,11183,4501,2019-20,S. Curry,D. Powell,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203501-203552-203939-204001-1629029-,T. Hardaway Jr. - S. Curry - D. Powell - K. Porzingis - L. Doncic,1610612742,DAL,7,6,1,0.857,22.0,109.2,102.0,90.5,84.6,18.7,17.3,0.474,1.13,13.2,0.308,0.839,0.596,0.157,0.524,0.546,103.3,110.6,92.16,51,0.679,703,327,4331,4365,799,5812,4669,4475,7901,3821,7366,4518,4619,3494,8962,5620,6461,5985,3691,2019-20,T. Hardaway Jr.,S. Curry,D. Powell,K. Porzingis,L. Doncic
Lineups,-203501-204001-1626153-1628467-1629029-,T. Hardaway Jr. - K. Porzingis - D. Wright - M. Kleber - L. Doncic,1610612742,DAL,11,8,3,0.727,21.0,98.2,95.9,95.1,84.4,3.1,11.5,0.688,2.2,16.2,0.308,0.773,0.521,0.102,0.44,0.502,99.1,106.06,88.39,49,0.566,280,176,12228,4761,847,7505,4664,5009,3984,1540,6070,4518,5657,4978,6905,7921,7542,7666,5246,2019-20,T. Hardaway Jr.,K. Porzingis,D. Wright,M. Kleber,L. Doncic
Lineups,-203939-1627827-1628467-1628973-1629029-,D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,2,0,2,0.0,20.0,96.6,93.0,106.0,107.3,-9.4,-14.3,0.5,1.75,12.7,0.217,0.636,0.422,0.093,0.471,0.508,99.8,101.14,84.28,43,0.455,3507,8348,10647,8348,930,7694,7818,8241,6338,2695,7470,6184,8301,8676,6583,7489,7407,9649,7089,2019-20,D. Powell,D. Finney-Smith,M. Kleber,J. Brunson,L. Doncic
Lineups,-201584-203501-204001-1628467-1629029-,C. Lee - T. Hardaway Jr. - K. Porzingis - M. Kleber - L. Doncic,1610612742,DAL,2,1,1,0.5,19.0,119.9,107.1,115.5,109.5,4.5,-2.4,0.375,1.5,11.1,0.286,0.778,0.513,0.095,0.528,0.569,98.5,106.91,89.09,42,0.455,3507,3091,4331,5655,997,5445,8048,7344,8435,3020,8045,4769,5533,5092,6608,5567,5904,7321,7089,2019-20,C. Lee,T. Hardaway Jr.,K. Porzingis,M. Kleber,L. Doncic
Lineups,-203939-1626153-1627827-1628467-1629029-,D. Powell - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,12,8,4,0.667,19.0,142.3,134.1,92.6,84.6,49.7,49.5,0.545,4.0,21.1,0.286,0.842,0.606,0.073,0.729,0.731,94.4,101.69,84.75,41,0.789,238,176,12905,4848,996,2709,4669,2637,6138,344,3236,4769,4603,3064,6012,2430,2769,9443,2749,2019-20,D. Powell,D. Wright,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203552-1627827-1628382-1628467-1629029-,S. Curry - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,10,7,3,0.7,19.0,106.1,95.3,131.3,121.4,-25.2,-26.1,0.467,1.4,12.5,0.3,0.889,0.579,0.116,0.514,0.545,99.2,108.84,90.7,43,0.385,360,242,12228,4824,1006,7535,9307,9131,7925,3391,7484,4599,4165,3699,7392,5726,6491,6556,8143,2019-20,S. Curry,D. Finney-Smith,J. Jackson,M. Kleber,L. Doncic
Lineups,-203501-203504-1627827-1628467-1629029-,T. Hardaway Jr. - T. Burke - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,5,2,3,0.4,19.0,104.1,110.0,100.0,95.2,4.1,14.8,0.533,1.14,14.3,0.4,0.789,0.59,0.175,0.486,0.546,104.4,104.09,86.74,40,0.619,1208,1596,12228,7243,992,5151,5565,4739,6242,3804,6659,2858,5445,3544,9668,7370,6462,8451,4489,2019-20,T. Hardaway Jr.,T. Burke,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203552-1626246-1627827-1628467-1629029-,S. Curry - B. Marjanovic - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,4,1,3,0.25,18.0,122.8,126.3,129.6,126.2,-6.8,0.1,0.563,1.29,17.6,0.25,0.636,0.474,0.184,0.641,0.684,103.8,103.88,86.56,38,0.473,1613,3091,12228,7994,1021,3411,9816,5785,5995,3616,5038,5241,8301,7487,9869,3529,3439,8525,6837,2019-20,S. Curry,B. Marjanovic,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203552-204001-1628382-1628467-1629029-,S. Curry - K. Porzingis - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,5,4,1,0.8,18.0,109.9,105.3,88.6,94.6,21.3,10.7,0.692,3.0,17.6,0.2,0.64,0.444,0.079,0.455,0.535,99.8,98.63,82.19,38,0.632,1208,642,4331,4463,1035,5624,5517,5068,3961,717,5038,6264,8293,8016,6160,7709,6687,10600,4320,2019-20,S. Curry,K. Porzingis,J. Jackson,M. Kleber,L. Doncic
Lineups,-203939-204001-1626153-1627827-1629029-,D. Powell - K. Porzingis - D. Wright - D. Finney-Smith - L. Doncic,1610612742,DAL,5,3,2,0.6,17.0,85.8,80.0,130.9,122.9,-45.2,-42.9,0.5,0.71,11.4,0.25,0.8,0.516,0.2,0.442,0.489,93.2,99.6,83.0,35,0.303,1208,951,10647,5429,1140,8734,9419,10127,6338,5687,8032,5241,5037,5048,10030,7906,8375,10274,9063,2019-20,D. Powell,K. Porzingis,D. Wright,D. Finney-Smith,L. Doncic
Lineups,-203552-204001-1626153-1628467-1629029-,S. Curry - K. Porzingis - D. Wright - M. Kleber - L. Doncic,1610612742,DAL,9,7,2,0.778,17.0,118.5,116.2,114.7,105.1,3.9,11.1,0.533,8.0,15.4,0.318,1.0,0.571,0.027,0.486,0.534,103.3,108.98,90.82,37,0.503,437,242,10647,4549,1156,4537,7627,5044,6242,24,6313,4441,1,3746,5488,7370,6698,6508,6158,2019-20,S. Curry,K. Porzingis,D. Wright,M. Kleber,L. Doncic
Lineups,-200826-203939-1627827-1628467-1629029-,J. Barea - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,3,2,1,0.667,16.0,135.8,136.7,125.6,124.2,10.1,12.4,0.867,4.33,27.1,0.313,0.6,0.452,0.1,0.617,0.637,96.7,96.92,80.77,30,0.515,2278,1596,4331,4848,1273,2631,9495,4955,2770,336,1489,4483,8508,7952,6680,3954,4317,11131,6015,2019-20,J. Barea,D. Powell,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-201584-203501-204001-1627827-1629029-,C. Lee - T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,1,0,1,0.0,15.0,97.2,103.1,87.1,84.4,10.1,18.8,0.455,1.67,11.9,0.25,0.867,0.514,0.094,0.435,0.472,106.8,105.21,87.67,32,0.518,5956,8348,4331,8348,1385,5760,4661,4379,7961,2786,7914,5241,4360,5074,6592,8010,8583,7968,5978,2019-20,C. Lee,T. Hardaway Jr.,K. Porzingis,D. Finney-Smith,L. Doncic
Lineups,-203552-203939-204001-1628973-1629029-,S. Curry - D. Powell - K. Porzingis - J. Brunson - L. Doncic,1610612742,DAL,2,2,0,1.0,15.0,119.6,118.8,112.9,112.5,6.7,6.3,0.6,1.5,20.0,0.333,0.591,0.5,0.188,0.648,0.661,99.1,99.66,83.05,32,0.547,3507,1596,1,1,1296,4237,8340,5411,5376,3020,3472,3471,8794,5192,9893,3419,3902,10259,5536,2019-20,S. Curry,D. Powell,K. Porzingis,J. Brunson,L. Doncic
Lineups,-203552-204001-1626153-1627827-1629029-,S. Curry - K. Porzingis - D. Wright - D. Finney-Smith - L. Doncic,1610612742,DAL,6,5,1,0.833,15.0,141.3,140.0,107.1,106.3,34.3,33.8,0.643,3.0,22.0,0.2,0.579,0.448,0.1,0.795,0.758,100.1,100.93,84.11,30,0.641,912,447,4331,4399,1370,2349,7712,3278,5049,717,3018,6264,8840,7991,6680,1789,2322,9744,4213,2019-20,S. Curry,K. Porzingis,D. Wright,D. Finney-Smith,L. Doncic
Lineups,-201584-203501-1626246-1628467-1629029-,C. Lee - T. Hardaway Jr. - B. Marjanovic - M. Kleber - L. Doncic,1610612742,DAL,1,1,0,1.0,14.0,106.4,107.1,165.3,167.9,-58.9,-60.7,0.455,1.67,13.2,0.294,0.778,0.462,0.107,0.446,0.497,94.5,93.44,77.87,28,0.253,5956,3091,1,1,1402,5445,12211,10931,7961,2786,7375,4713,5533,7695,7013,7843,8295,12024,9483,2019-20,C. Lee,T. Hardaway Jr.,B. Marjanovic,M. Kleber,L. Doncic
Lineups,-201584-203501-1627827-1628467-1629029-,C. Lee - T. Hardaway Jr. - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,1,0,1,0.0,14.0,124.2,118.5,111.3,122.2,12.9,-3.7,0.75,3.0,24.3,0.091,0.615,0.375,0.111,0.659,0.673,98.4,95.89,79.91,27,0.48,5956,8348,4331,8348,1511,4259,9355,7412,3280,717,2390,7592,8470,9477,7067,3312,3585,11484,6723,2019-20,C. Lee,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-204001-1626153-1627827-1628467-1629029-,K. Porzingis - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,10,6,4,0.6,14.0,53.8,48.4,78.6,76.5,-24.8,-28.1,0.2,0.17,2.9,0.111,0.706,0.4,0.194,0.31,0.343,107.9,115.03,95.86,31,-0.049,360,327,12905,5429,1505,11061,4012,9225,9356,6697,9475,7472,6963,8892,10005,9879,10206,4610,12018,2019-20,K. Porzingis,D. Wright,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203501-203939-1626153-1628467-1629029-,T. Hardaway Jr. - D. Powell - D. Wright - M. Kleber - L. Doncic,1610612742,DAL,6,5,1,0.833,14.0,124.7,118.9,95.7,91.4,29.0,27.5,0.714,2.0,20.0,0.2,0.786,0.483,0.135,0.625,0.661,114.4,119.82,99.85,37,0.652,912,447,4331,4399,1398,4234,5277,3756,3762,1613,3472,6264,5466,7350,8137,3640,3892,3631,4092,2019-20,T. Hardaway Jr.,D. Powell,D. Wright,M. Kleber,L. Doncic
Lineups,-201584-204001-1626153-1628467-1629029-,C. Lee - K. Porzingis - D. Wright - M. Kleber - L. Doncic,1610612742,DAL,2,2,0,1.0,13.0,75.4,74.2,99.8,103.1,-24.4,-28.9,0.429,0.75,8.6,0.056,0.667,0.361,0.129,0.354,0.418,115.5,114.4,95.33,31,0.247,3507,1596,1,1,1557,9365,7497,9288,8072,5599,8894,7685,7234,9742,7949,9142,9340,4766,9612,2019-20,C. Lee,K. Porzingis,D. Wright,M. Kleber,L. Doncic
Lineups,-200826-1627827-1628382-1628467-1629029-,J. Barea - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,2,1,1,0.5,13.0,131.0,132.0,85.4,84.6,45.5,47.4,0.636,2.33,20.0,0.25,0.667,0.5,0.12,0.609,0.655,96.1,96.13,80.1,25,0.765,3507,3091,4331,5655,1621,3072,4669,2690,5090,1429,3472,5241,7234,5192,7493,4053,3983,11317,2920,2019-20,J. Barea,D. Finney-Smith,J. Jackson,M. Kleber,L. Doncic
Lineups,-200826-203501-203939-1627827-1629029-,J. Barea - T. Hardaway Jr. - D. Powell - D. Finney-Smith - L. Doncic,1610612742,DAL,1,1,0,1.0,13.0,117.8,114.8,119.8,119.2,-2.0,-4.4,0.5,1.0,16.7,0.3,0.643,0.5,0.222,0.636,0.665,94.6,96.0,80.0,27,0.463,5956,3091,1,1,1549,4639,9035,7450,6338,3873,5348,4599,8256,5192,10800,3549,3864,11329,6979,2019-20,J. Barea,T. Hardaway Jr.,D. Powell,D. Finney-Smith,L. Doncic
Lineups,-203552-1626153-1628382-1628467-1629029-,S. Curry - D. Wright - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,9,6,3,0.667,13.0,140.9,138.7,119.7,109.1,21.2,29.6,0.533,8.0,17.4,0.389,0.733,0.545,0.032,0.561,0.589,108.8,114.9,95.75,31,0.53,437,327,12228,4848,1532,2526,7982,3650,6242,24,5166,3146,6535,4424,5499,5021,5430,4633,5800,2019-20,S. Curry,D. Wright,J. Jackson,M. Kleber,L. Doncic
Lineups,-203504-1626153-1628382-1628467-1629029-,T. Burke - D. Wright - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,3,1,2,0.333,13.0,121.6,121.4,129.2,132.1,-7.6,-10.7,0.667,8.0,19.5,0.333,0.833,0.476,0.036,0.538,0.567,108.0,106.81,89.01,28,0.484,2278,3091,10647,7430,1641,3925,10175,7937,4043,24,4287,3471,4623,7453,5511,5388,6000,7357,6662,2019-20,T. Burke,D. Wright,J. Jackson,M. Kleber,L. Doncic
Lineups,-203501-1626153-1628382-1628467-1629029-,T. Hardaway Jr. - D. Wright - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,6,5,1,0.833,13.0,151.5,138.5,123.4,111.1,28.2,27.4,0.75,9.0,24.3,0.167,0.727,0.435,0.038,0.717,0.727,89.6,98.72,82.27,26,0.598,912,447,4331,4399,1597,2528,8190,3767,3280,13,2390,6861,6585,8316,5522,2498,2787,10585,4790,2019-20,T. Hardaway Jr.,D. Wright,J. Jackson,M. Kleber,L. Doncic
Lineups,-203552-1627827-1628467-1628973-1629029-,S. Curry - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,5,2,3,0.4,12.0,110.7,111.5,92.8,90.0,17.8,21.5,0.545,0.86,17.1,0.273,0.8,0.577,0.269,0.65,0.653,106.4,107.74,89.78,26,0.605,1208,1596,12228,7243,1665,5002,5132,4169,6138,5511,5270,5045,5037,3728,11820,3382,4027,6988,4634,2019-20,S. Curry,D. Finney-Smith,M. Kleber,J. Brunson,L. Doncic
Lineups,-203501-1627827-1628382-1628467-1629029-,T. Hardaway Jr. - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,1610612742,DAL,7,6,1,0.857,12.0,79.8,79.3,118.1,112.1,-38.4,-32.8,0.375,0.6,7.9,0.3,0.813,0.528,0.172,0.32,0.385,117.5,121.14,100.95,29,0.267,703,327,4331,4365,1699,8948,8325,9457,8435,5878,9038,4599,4984,4843,9617,9804,9791,3330,9391,2019-20,T. Hardaway Jr.,D. Finney-Smith,J. Jackson,M. Kleber,L. Doncic
Lineups,-203501-203939-204001-1626153-1629029-,T. Hardaway Jr. - D. Powell - K. Porzingis - D. Wright - L. Doncic,1610612742,DAL,5,2,3,0.4,12.0,138.0,136.0,131.4,134.6,6.6,1.4,0.538,1.4,19.4,0.444,0.692,0.591,0.2,0.714,0.719,99.1,98.54,82.11,25,0.492,1208,1596,12228,7243,1672,2660,10543,5716,6201,3391,4301,2585,7101,3522,10030,2501,2893,10657,6564,2019-20,T. Hardaway Jr.,D. Powell,K. Porzingis,D. Wright,L. Doncic
Lineups,-203501-1626153-1626246-1627827-1629029-,T. Hardaway Jr. - D. Wright - B. Marjanovic - D. Finney-Smith - L. Doncic,1610612742,DAL,2,1,1,0.5,11.0,159.5,160.0,94.6,95.8,64.9,64.2,0.571,8.0,22.9,0.222,0.833,0.571,0.04,0.773,0.797,105.2,104.3,86.92,25,0.742,3507,3091,4331,5655,1880,1401,5602,1976,5854,24,2677,6059,4623,3746,5536,1863,2055,8366,3126,2019-20,T. Hardaway Jr.,D. Wright,B. Marjanovic,D. Finney-Smith,L. Doncic
Lineups,-203501-1626153-1626246-1628467-1629029-,T. Hardaway Jr. - D. Wright - B. Marjanovic - M. Kleber - L. Doncic,1610612742,DAL,3,1,2,0.333,11.0,117.6,112.5,79.2,79.2,38.4,33.3,0.5,1.0,12.1,0.417,0.8,0.63,0.167,0.45,0.563,99.0,101.16,84.3,24,0.76,2278,3091,10647,7430,1860,4867,4160,3379,6338,3873,7873,2811,5037,2756,9077,7775,6075,9646,2967,2019-20,T. Hardaway Jr.,D. Wright,B. Marjanovic,M. Kleber,L. Doncic
Lineups,-203501-204001-1627827-1628973-1629029-,T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - J. Brunson - L. Doncic,1610612742,DAL,3,3,0,1.0,11.0,121.3,116.7,81.2,83.3,40.1,33.3,0.6,3.0,19.4,0.1,0.75,0.5,0.083,0.667,0.664,101.8,102.4,85.33,24,0.738,2278,951,1,1,1887,4358,4498,3284,5376,717,4317,7544,5842,5192,6202,2920,3867,9164,3156,2019-20,T. Hardaway Jr.,K. Porzingis,D. Finney-Smith,J. Brunson,L. Doncic
Lineups,-204001-1626196-1627827-1628467-1629029-,K. Porzingis - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,22,16,6,0.727,281.0,123.3,123.7,110.8,111.1,12.5,12.6,0.596,2.21,19.3,0.241,0.787,0.526,0.12,0.615,0.639,100.1,99.8,83.17,583,0.554,36,20,14594,5173,15,4253,8515,5314,6310,1881,5039,6165,6020,5300,8425,4538,4833,10243,5819,2020-21,K. Porzingis,J. Richardson,D. Finney-Smith,M. Kleber,L. Doncic
Lineups,-203501-1626161-1626196-1627827-1629029-,T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - D. Finney-Smith - L. Doncic,1610612742,DAL,19,11,8,0.579,109.0,118.6,117.6,105.6,103.1,12.9,14.5,0.53,1.77,17.5,0.275,0.752,0.534,0.135,0.601,0.618,97.7,99.37,82.81,222,0.557,48,60,14735,5956,76,4898,7790,5170,6820,3085,5861,5203,6375,5104,9007,4695,5304,10410,5744,2020-21,T. Hardaway Jr.,W. Cauley-Stein,J. Richardson,D. Finney-Smith,L. Doncic
Lineups,-203501-203939-1626196-1627827-1629029-,T. Hardaway Jr. - D. Powell - J. Richardson - D. Finney-Smith - L. Doncic,1610612742,DAL,15,9,6,0.6,85.0,100.6,98.4,107.2,106.1,-6.6,-7.8,0.591,1.86,16.3,0.188,0.74,0.426,0.115,0.497,0.526,100.5,102.12,85.1,183,0.445,101,100,14594,5818,112,8154,8003,8273,6323,3001,6878,6997,7139,9265,8271,8083,7536,9223,7726,2020-21,T. Hardaway Jr.,D. Powell,J. Richardson,D. Finney-Smith,L. Doncic
Lineups,-203501-204001-1626196-1627827-1629029-,T. Hardaway Jr. - K. Porzingis - J. Richardson - D. Finney-Smith - L. Doncic,1610612742,DAL,18,10,8,0.556,83.0,114.7,109.7,129.0,130.7,-14.3,-21.0,0.515,2.33,15.2,0.253,0.587,0.425,0.086,0.507,0.56,101.0,102.55,85.46,175,0.438,58,80,14735,6011,116,5853,10697,9375,6891,1751,7313,5407,9553,9274,7154,6379,6785,9052,7862,2020-21,T. Hardaway Jr.,K. Porzingis,J. Richardson,D. Finney-Smith,L. Doncic
Lineups,-203501-1626161-1627827-1628973-1629029-,T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,1610612742,DAL,16,10,6,0.625,62.0,144.8,145.4,109.4,108.0,35.4,37.4,0.5,3.0,18.4,0.308,0.646,0.496,0.085,0.674,0.713,98.7,99.14,82.62,130,0.648,81,80,14594,5775,180,2485,8186,3467,6899,840,5384,4743,8923,7811,7145,3356,3377,10547,4373,2020-21,T. Hardaway Jr.,W. Cauley-Stein,D. Finney-Smith,J. Brunson,L. Doncic
Lineups,-203501-204001-1626196-1628467-1629029-,T. Hardaway Jr. - K. Porzingis - J. Richardson - M. Kleber - L. Doncic,1610612742,DAL,8,5,3,0.625,60.0,117.6,117.7,115.9,109.7,1.7,8.1,0.455,1.39,15.8,0.192,0.754,0.496,0.145,0.636,0.645,95.9,98.49,82.08,124,0.509,428,370,13478,5775,186,4868,8367,5742,8715,3774,6996,6980,6370,7812,9576,4097,4659,10824,6567,2020-21,T. Hardaway Jr.,K. Porzingis,J. Richardson,M. Kleber,L. Doncic
Lineups,-203501-204001-1627827-1628973-1629029-,T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - J. Brunson - L. Doncic,1610612742,DAL,18,9,9,0.5,47.0,114.9,115.5,149.8,147.5,-34.9,-31.9,0.537,2.0,15.7,0.333,0.727,0.494,0.107,0.563,0.604,102.5,103.06,85.88,103,0.366,58,100,14761,6055,285,5161,11864,10093,6792,1974,7078,3577,7234,7824,7873,5505,5651,8759,8972,2020-21,T. Hardaway Jr.,K. Porzingis,D. Finney-Smith,J. Brunson,L. Doncic
Lineups,-203501-203939-1628467-1628973-1629029-,T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,14,11,3,0.786,45.0,122.0,117.5,107.3,104.0,14.6,13.5,0.452,1.58,14.3,0.261,0.771,0.521,0.117,0.602,0.629,105.1,108.77,90.64,103,0.55,118,60,13478,4951,309,4902,7848,5257,8746,3324,7499,5360,6247,5401,8306,4688,5012,6342,5886,2020-21,T. Hardaway Jr.,D. Powell,M. Kleber,J. Brunson,L. Doncic
