GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonYear,Player1,Player2,Player3,Player4,Player5
Lineups,-2210-2544-201567-202389-203521-,R. Jefferson - L. James - K. Love - T. Mozgov - M. Dellavedova,1610612739,CLE,6,4,2,0.667,12.0,131.0,126.9,48.5,50.0,82.5,76.9,1.0,6.0,31.6,0.0,0.619,0.433,0.077,0.667,0.711,105.8,105.68,88.07,26,1.098,1231,851,9128,4314,1941,2580,1922,1305,1,68,777,7486,7833,7741,5299,2268,2367,5576,1146,2015-16,R. Jefferson,L. James,K. Love,T. Mozgov,M. Dellavedova
Lineups,-2544-2747-201567-202681-202684-,L. James - J. Smith - K. Love - K. Irving - T. Thompson,1610612739,CLE,27,19,8,0.704,454.0,116.9,118.2,111.2,112.7,5.6,5.4,0.626,2.15,19.5,0.285,0.705,0.496,0.128,0.571,0.597,99.6,98.44,82.04,936,0.522,65,40,12734,4318,11,3693,8167,5069,4417,1405,3604,4784,6433,6781,7357,4019,4445,8459,5436,2016-17,L. James,J. Smith,K. Love,K. Irving,T. Thompson
Lineups,-2544-201567-202681-202684-202697-,L. James - K. Love - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,30,20,10,0.667,227.0,110.2,110.7,107.0,106.8,3.2,3.9,0.523,1.46,16.0,0.317,0.76,0.541,0.15,0.533,0.563,99.3,99.19,82.66,466,0.512,42,31,12848,4350,39,4484,7553,5170,5544,3012,5372,4303,5245,4265,8173,4639,5246,8177,5581,2016-17,L. James,K. Love,K. Irving,T. Thompson,I. Shumpert
Lineups,-2544-201567-202681-202684-202732-,L. James - K. Love - K. Irving - T. Thompson - D. Liggins,1610612739,CLE,12,10,2,0.833,181.0,126.2,129.6,97.9,98.1,28.3,31.5,0.58,1.87,19.1,0.355,0.802,0.586,0.145,0.617,0.646,99.8,98.35,81.96,372,0.639,378,187,9493,3856,57,2743,5496,3195,5011,2326,3725,3231,4516,3298,8069,3219,3461,8499,3826,2016-17,L. James,K. Love,K. Irving,T. Thompson,D. Liggins
Lineups,-2210-2544-202681-202684-202697-,R. Jefferson - L. James - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,15,10,5,0.667,131.0,116.1,115.6,100.3,101.5,15.8,14.1,0.517,1.94,17.0,0.24,0.767,0.52,0.118,0.575,0.594,96.9,96.49,80.41,263,0.57,237,187,12249,4350,91,3929,7148,4388,5565,2290,4562,5688,5169,4687,6916,3888,4501,9244,4768,2016-17,R. Jefferson,L. James,K. Irving,T. Thompson,I. Shumpert
Lineups,-2544-101112-202681-202684-202697-,L. James - C. Frye - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,15,11,4,0.733,105.0,125.0,124.0,115.8,112.4,9.2,11.7,0.635,3.21,20.5,0.269,0.735,0.5,0.091,0.592,0.61,94.0,95.83,79.86,208,0.523,237,157,11884,4242,123,3206,8087,4570,4387,582,2860,4943,5959,4918,6117,3587,4168,9551,5424,2016-17,L. James,C. Frye,K. Irving,T. Thompson,I. Shumpert
Lineups,-2544-2747-101112-201567-202681-,L. James - J. Smith - C. Frye - K. Love - K. Irving,1610612739,CLE,9,4,5,0.444,71.0,122.3,124.0,92.3,91.8,30.0,32.2,0.614,1.95,19.5,0.392,0.747,0.575,0.147,0.577,0.607,99.9,99.44,82.86,150,0.648,654,833,12249,6651,223,3207,5020,3173,4588,2285,3615,2927,5887,3445,8091,3852,4209,8051,3729,2016-17,L. James,J. Smith,C. Frye,K. Love,K. Irving
Lineups,-2210-2544-101112-202681-202697-,R. Jefferson - L. James - C. Frye - K. Irving - I. Shumpert,1610612739,CLE,15,11,4,0.733,64.0,139.4,136.6,123.6,118.1,15.8,18.5,0.712,5.88,24.5,0.263,0.733,0.504,0.061,0.645,0.676,93.3,96.43,80.36,131,0.584,237,157,11884,4242,253,2203,8687,4037,3311,156,2017,5001,5975,4901,5346,2815,2959,9266,4528,2016-17,R. Jefferson,L. James,C. Frye,K. Irving,I. Shumpert
Lineups,-2210-2544-2747-202681-202684-,R. Jefferson - L. James - J. Smith - K. Irving - T. Thompson,1610612739,CLE,12,10,2,0.833,45.0,121.7,117.5,113.4,107.4,8.4,10.1,0.421,1.14,12.6,0.318,0.745,0.538,0.144,0.551,0.622,97.7,102.11,85.09,97,0.556,378,187,9493,3856,411,3718,7620,4666,7412,3509,6780,4290,5894,4288,8061,4324,3942,6961,4928,2016-17,R. Jefferson,L. James,J. Smith,K. Irving,T. Thompson
Lineups,-2544-2594-201567-202681-202684-,L. James - K. Korver - K. Love - K. Irving - T. Thompson,1610612739,CLE,11,4,7,0.364,44.0,120.3,118.6,124.8,126.4,-4.5,-7.8,0.615,2.67,19.4,0.311,0.558,0.432,0.105,0.544,0.574,93.6,93.67,78.06,86,0.443,455,833,12638,6994,419,3637,9479,7265,4548,1035,3638,4345,8501,7887,6440,4450,4917,10254,6719,2016-17,L. James,K. Korver,K. Love,K. Irving,T. Thompson
Lineups,-2544-2747-201567-202681-202697-,L. James - J. Smith - K. Love - K. Irving - I. Shumpert,1610612739,CLE,13,11,2,0.846,42.0,116.1,110.8,115.1,112.1,1.0,-1.3,0.469,1.25,12.9,0.222,0.75,0.513,0.129,0.577,0.63,100.9,104.72,87.27,93,0.488,332,157,9493,3850,451,4483,8075,6833,7132,3343,6733,5816,5277,4815,7369,3852,3752,5971,6075,2016-17,L. James,J. Smith,K. Love,K. Irving,I. Shumpert
Lineups,-2544-2747-202681-202684-202697-,L. James - J. Smith - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,15,11,4,0.733,40.0,99.9,88.0,109.8,103.3,-9.9,-15.3,0.533,1.45,13.7,0.227,0.795,0.494,0.12,0.515,0.518,100.3,110.06,91.71,92,0.434,237,157,11884,4242,494,7532,7256,7850,5468,3014,6502,5797,4877,6799,6934,4891,6340,4365,6821,2016-17,L. James,J. Smith,K. Irving,T. Thompson,I. Shumpert
Lineups,-2210-2544-2594-101112-1627770-,R. Jefferson - L. James - K. Korver - C. Frye - K. Felder,1610612739,CLE,6,5,1,0.833,40.0,97.9,97.8,108.1,109.1,-10.2,-11.3,0.545,1.06,15.7,0.167,0.804,0.5,0.189,0.58,0.572,107.5,107.03,89.19,90,0.421,1159,597,3800,3856,491,6840,7757,7546,5367,3579,5489,6552,4509,4918,9395,3825,4954,5211,6994,2016-17,R. Jefferson,L. James,K. Korver,C. Frye,K. Felder
Lineups,-2210-2544-2594-101112-202682-,R. Jefferson - L. James - K. Korver - C. Frye - D. Williams,1610612739,CLE,5,5,0,1.0,39.0,126.8,127.4,91.8,91.9,35.0,35.5,0.75,1.76,25.9,0.091,0.844,0.597,0.202,0.758,0.783,105.7,105.43,87.86,84,0.723,1493,597,1,1,509,2873,5026,2879,2800,2414,1332,7302,4082,3215,10006,1589,1792,5686,2993,2016-17,R. Jefferson,L. James,K. Korver,C. Frye,D. Williams
Lineups,-2544-201567-202684-202732-203895-,L. James - K. Love - T. Thompson - D. Liggins - J. McRae,1610612739,CLE,2,2,0,1.0,37.0,108.8,109.9,108.2,108.3,0.5,1.5,0.5,3.75,15.5,0.256,0.788,0.487,0.056,0.472,0.502,92.8,92.3,76.92,71,0.49,3746,1868,1,1,534,4582,7689,5317,5590,486,5549,5054,4920,6855,5282,6732,6820,10682,6049,2016-17,L. James,K. Love,T. Thompson,D. Liggins,J. McRae
Lineups,-2544-101112-201567-202681-202697-,L. James - C. Frye - K. Love - K. Irving - I. Shumpert,1610612739,CLE,10,5,5,0.5,36.0,114.3,120.5,146.9,147.0,-32.6,-26.4,0.517,2.14,14.9,0.333,0.63,0.455,0.096,0.5,0.557,94.3,91.64,76.36,73,0.423,533,597,12249,5237,546,3409,10747,8644,5565,1408,5832,3306,7853,7394,6181,4985,5399,10866,6978,2016-17,L. James,C. Frye,K. Love,K. Irving,I. Shumpert
Lineups,-2210-2544-2594-101112-202732-,R. Jefferson - L. James - K. Korver - C. Frye - D. Liggins,1610612739,CLE,4,2,2,0.5,34.0,97.3,95.7,138.3,136.8,-41.0,-41.1,0.75,1.13,18.6,0.257,0.741,0.468,0.229,0.526,0.542,95.8,97.17,80.98,70,0.29,1959,1868,9493,5237,590,6955,10311,9510,2800,3533,3939,5047,5911,7184,10334,4735,5763,8983,8586,2016-17,R. Jefferson,L. James,K. Korver,C. Frye,D. Liggins
Lineups,-2210-2544-201567-202681-202684-,R. Jefferson - L. James - K. Love - K. Irving - T. Thompson,1610612739,CLE,6,4,2,0.667,33.0,110.7,111.4,115.5,110.0,-4.9,1.4,0.367,0.92,11.1,0.462,0.694,0.573,0.171,0.485,0.524,99.5,101.55,84.62,70,0.489,1159,833,9493,4350,618,4390,7842,5322,7742,5072,7349,2264,6560,3460,9020,6600,6217,7160,6057,2016-17,R. Jefferson,L. James,K. Love,K. Irving,T. Thompson
Lineups,-2210-2544-2594-101114-202697-,R. Jefferson - L. James - K. Korver - D. Williams - I. Shumpert,1610612739,CLE,5,2,3,0.4,29.0,115.0,114.5,109.5,114.5,5.5,0.0,0.8,1.67,25.0,0.238,0.692,0.489,0.218,0.641,0.66,92.3,90.43,75.36,55,0.502,1493,1868,11121,6768,726,4006,8371,5398,2541,2497,1349,5698,6565,6830,10143,2897,3287,11176,5679,2016-17,R. Jefferson,L. James,K. Korver,D. Williams,I. Shumpert
Lineups,-2544-2594-202681-202684-202697-,L. James - K. Korver - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,8,4,4,0.5,27.0,116.7,108.5,117.6,120.0,-0.9,-11.5,0.609,2.0,18.2,0.148,0.583,0.353,0.119,0.585,0.617,102.4,104.97,87.47,59,0.434,781,833,11884,5237,784,4708,8783,7561,4604,1450,4003,6874,8348,9261,6924,3658,4018,5855,6822,2016-17,L. James,K. Korver,K. Irving,T. Thompson,I. Shumpert
Lineups,-2210-2544-101112-202697-203895-,R. Jefferson - L. James - C. Frye - I. Shumpert - J. McRae,1610612739,CLE,5,4,1,0.8,27.0,108.1,111.8,111.4,115.7,-3.3,-3.9,0.632,4.0,17.6,0.207,0.724,0.466,0.059,0.522,0.551,95.3,91.97,76.64,51,0.491,1493,833,3800,3921,812,4355,8439,6997,4396,290,4330,5983,6133,7242,5288,4809,5568,10762,6037,2016-17,R. Jefferson,L. James,C. Frye,I. Shumpert,J. McRae
Lineups,-2544-2747-101112-202681-202684-,L. James - J. Smith - C. Frye - K. Irving - T. Thompson,1610612739,CLE,5,2,3,0.4,26.0,102.8,105.7,109.0,113.2,-6.2,-7.5,0.526,1.43,14.7,0.185,0.8,0.481,0.132,0.5,0.544,102.0,98.73,82.27,53,0.454,1493,1868,11121,6768,848,4955,8183,7246,5516,3035,5866,6429,4517,6949,7459,4985,5703,8351,6554,2016-17,L. James,J. Smith,C. Frye,K. Irving,T. Thompson
Lineups,-2544-2594-2747-201567-202681-,L. James - K. Korver - J. Smith - K. Love - K. Irving,1610612739,CLE,5,3,2,0.6,25.0,103.6,101.8,106.3,103.9,-2.8,-2.1,0.632,1.5,16.2,0.25,0.69,0.491,0.143,0.5,0.57,100.7,102.75,85.63,56,0.505,1493,1207,9493,4928,881,5220,7295,6887,4396,2715,5282,5064,6617,6822,7689,4985,5065,6749,5650,2016-17,L. James,K. Korver,J. Smith,K. Love,K. Irving
Lineups,-2210-2544-2747-101112-101114-,R. Jefferson - L. James - J. Smith - C. Frye - D. Williams,1610612739,CLE,4,2,2,0.5,25.0,96.9,94.0,92.4,96.0,4.5,-2.0,0.5,1.29,15.0,0.043,0.815,0.46,0.14,0.551,0.553,95.4,94.92,79.1,50,0.515,1959,1868,9493,5237,872,7064,5373,6878,5590,3298,5759,7405,4452,7356,7673,4324,5527,9849,5543,2016-17,R. Jefferson,L. James,J. Smith,C. Frye,D. Williams
Lineups,-2210-2399-2544-101112-202697-,R. Jefferson - M. Dunleavy - L. James - C. Frye - I. Shumpert,1610612739,CLE,8,7,1,0.875,25.0,135.7,130.4,102.3,92.9,33.4,37.5,0.727,1.78,21.6,0.118,0.857,0.526,0.161,0.757,0.797,99.2,106.18,88.49,56,0.651,781,339,3800,3811,870,2698,5092,2784,3179,2404,2604,7180,3923,4562,8474,1591,1733,5486,3699,2016-17,R. Jefferson,M. Dunleavy,L. James,C. Frye,I. Shumpert
Lineups,-2544-2592-202681-202684-202697-,L. James - J. Jones - K. Irving - T. Thompson - I. Shumpert,1610612739,CLE,3,3,0,1.0,24.0,94.4,104.0,109.5,108.2,-15.1,-4.2,0.65,1.86,19.1,0.207,0.619,0.38,0.14,0.532,0.519,103.4,98.93,82.44,50,0.407,2588,1207,1,1,922,5093,7679,7007,4261,2332,3718,5983,7972,8972,7673,4651,6330,8268,7199,2016-17,L. James,J. Jones,K. Irving,T. Thompson,I. Shumpert
Lineups,-2544-201567-202681-202684-203895-,L. James - K. Love - K. Irving - T. Thompson - J. McRae,1610612739,CLE,4,3,1,0.75,23.0,109.9,106.3,103.1,102.0,6.9,4.2,0.316,1.0,10.7,0.095,0.72,0.435,0.125,0.566,0.601,99.8,102.03,85.03,48,0.505,1959,1207,3800,4053,979,4904,7187,5157,8303,3586,7634,7298,6175,7856,7016,4072,4306,7000,5651,2016-17,L. James,K. Love,K. Irving,T. Thompson,J. McRae
Lineups,-2210-2544-101112-202697-1627770-,R. Jefferson - L. James - C. Frye - I. Shumpert - K. Felder,1610612739,CLE,6,5,1,0.833,23.0,102.6,104.5,103.1,97.9,-0.6,6.7,0.294,0.63,9.4,0.211,0.72,0.5,0.182,0.529,0.577,94.2,95.87,79.89,44,0.521,1159,597,3800,3856,983,5049,5489,4967,8326,5485,8006,5962,6175,4918,9165,4702,4884,9542,5455,2016-17,R. Jefferson,L. James,C. Frye,I. Shumpert,K. Felder
Lineups,-2399-2544-101112-202697-203895-,M. Dunleavy - L. James - C. Frye - I. Shumpert - J. McRae,1610612739,CLE,3,3,0,1.0,22.0,105.3,111.4,127.7,130.2,-22.4,-18.9,0.778,2.0,22.6,0.19,0.65,0.415,0.159,0.566,0.59,96.5,92.94,77.45,44,0.413,2588,1207,1,1,1000,4393,9771,8116,2723,1450,2304,6386,7704,8302,8445,4072,4580,10463,7121,2016-17,M. Dunleavy,L. James,C. Frye,I. Shumpert,J. McRae
Lineups,-2210-2544-202681-202684-202732-,R. Jefferson - L. James - K. Irving - T. Thompson - D. Liggins,1610612739,CLE,3,3,0,1.0,22.0,126.6,133.3,98.7,97.6,27.8,35.7,0.476,2.5,17.5,0.4,0.654,0.543,0.103,0.6,0.604,91.9,90.16,75.13,39,0.613,2588,1207,1,1,1062,2293,5474,2860,7098,1093,4401,2594,7678,4221,6404,3367,4271,11218,4145,2016-17,R. Jefferson,L. James,K. Irving,T. Thompson,D. Liggins
Lineups,-2544-2594-202681-202682-202684-,L. James - K. Korver - K. Irving - D. Williams - T. Thompson,1610612739,CLE,7,5,2,0.714,21.0,134.8,124.4,116.2,116.7,18.6,7.7,0.389,1.75,13.7,0.214,0.692,0.525,0.098,0.656,0.692,90.6,93.98,78.31,41,0.598,961,597,9493,4274,1084,3190,8477,4887,7648,2417,6488,5933,6565,4605,6211,2724,2786,10146,4393,2016-17,L. James,K. Korver,K. Irving,D. Williams,T. Thompson
Lineups,-2544-2747-201567-202684-202732-,L. James - J. Smith - K. Love - T. Thompson - D. Liggins,1610612739,CLE,1,1,0,1.0,19.0,96.1,92.5,73.6,75.0,22.5,17.5,0.538,0.7,13.2,0.353,0.773,0.59,0.25,0.483,0.552,98.2,99.05,82.55,40,0.676,6024,3265,1,1,1200,7154,3473,4095,5424,5312,6672,3238,5104,3256,10468,6614,5541,8220,3388,2016-17,L. James,J. Smith,K. Love,T. Thompson,D. Liggins
Lineups,-2210-2544-101112-101114-202697-,R. Jefferson - L. James - C. Frye - D. Williams - I. Shumpert,1610612739,CLE,5,3,2,0.6,19.0,102.0,100.0,110.5,117.5,-8.6,-17.5,0.583,1.4,15.6,0.059,0.615,0.395,0.135,0.537,0.573,101.0,98.74,82.28,37,0.433,1493,1207,9493,4928,1249,5259,8659,8037,4967,3061,5528,7398,7979,8839,7569,4557,4935,8348,6832,2016-17,R. Jefferson,L. James,C. Frye,D. Williams,I. Shumpert
Lineups,-2210-2544-2594-101112-101114-,R. Jefferson - L. James - K. Korver - C. Frye - D. Williams,1610612739,CLE,4,1,3,0.25,19.0,118.7,112.2,118.8,117.1,-0.1,-4.9,0.667,1.71,21.8,0.143,0.722,0.469,0.171,0.656,0.681,98.9,102.41,85.34,41,0.503,1959,3265,11121,7583,1210,4335,8644,7067,3474,2465,2571,6881,6152,7172,9011,2724,2900,6849,5674,2016-17,R. Jefferson,L. James,K. Korver,C. Frye,D. Williams
Lineups,-2210-2544-2594-101114-202682-,R. Jefferson - L. James - K. Korver - D. Williams - D. Williams,1610612739,CLE,2,1,1,0.5,19.0,121.4,125.0,112.7,105.4,8.6,19.6,0.813,3.25,25.5,0.111,0.647,0.371,0.111,0.625,0.641,91.8,93.44,77.87,36,0.487,3746,3265,3800,5237,1245,2956,7424,3985,2528,571,1345,7198,7725,9127,6559,2991,3585,10336,6078,2016-17,R. Jefferson,L. James,K. Korver,D. Williams,D. Williams
Lineups,-2544-201567-202684-202697-202732-,L. James - K. Love - T. Thompson - I. Shumpert - D. Liggins,1610612739,CLE,4,3,1,0.75,18.0,111.3,115.8,95.8,94.6,15.5,21.2,0.375,1.5,12.2,0.278,0.737,0.514,0.105,0.544,0.586,99.9,98.5,82.09,38,0.645,1959,1207,3800,4053,1283,3909,5278,3845,7675,2715,7141,4820,5942,4791,6444,4441,4646,8428,3768,2016-17,L. James,K. Love,T. Thompson,I. Shumpert,D. Liggins
Lineups,-2544-2747-101112-101114-202682-,L. James - J. Smith - C. Frye - D. Williams - D. Williams,1610612739,CLE,4,2,2,0.5,16.0,128.2,127.3,97.3,97.1,31.0,30.1,0.813,3.25,28.3,0.0,0.9,0.581,0.121,0.722,0.73,103.3,103.73,86.44,33,0.635,1959,1868,9493,5237,1525,2874,5448,3257,2528,571,1136,7408,3676,3394,6963,2002,2327,6309,3893,2016-17,L. James,J. Smith,C. Frye,D. Williams,D. Williams
Lineups,-2544-2747-201567-202684-202697-,L. James - J. Smith - K. Love - T. Thompson - I. Shumpert,1610612739,CLE,6,6,0,1.0,16.0,126.0,121.9,88.5,85.3,37.4,36.6,0.583,1.4,16.3,0.286,0.75,0.559,0.156,0.596,0.651,97.1,100.56,83.8,32,0.659,1159,436,1,1,1523,3345,4372,2830,4967,3061,5267,4601,5277,3850,8368,3553,3410,7558,3631,2016-17,L. James,J. Smith,K. Love,T. Thompson,I. Shumpert
Lineups,-2210-2544-202684-202697-1627770-,R. Jefferson - L. James - T. Thompson - I. Shumpert - K. Felder,1610612739,CLE,5,3,2,0.6,16.0,82.2,88.9,75.1,74.1,7.1,14.8,0.333,0.38,8.1,0.467,0.8,0.633,0.296,0.417,0.458,82.1,79.35,66.12,27,0.441,1493,1207,9493,4928,1464,7431,3464,4320,7784,6051,8328,2256,4517,2485,11383,7551,8094,12570,6735,2016-17,R. Jefferson,L. James,T. Thompson,I. Shumpert,K. Felder
Lineups,-2544-101112-202684-202732-203895-,L. James - C. Frye - T. Thompson - D. Liggins - J. McRae,1610612739,CLE,2,1,1,0.5,15.0,107.0,119.2,130.2,129.6,-23.2,-10.4,0.5,2.5,12.2,0.476,0.636,0.531,0.077,0.4,0.456,88.5,83.96,69.97,26,0.336,3746,3265,3800,5237,1586,3604,9719,7470,5590,1093,7147,2242,7783,4473,5600,7770,8105,12192,8003,2016-17,L. James,C. Frye,T. Thompson,D. Liggins,J. McRae
Lineups,-2544-2594-101112-202681-202697-,L. James - K. Korver - C. Frye - K. Irving - I. Shumpert,1610612739,CLE,7,4,3,0.571,15.0,150.8,150.0,75.0,78.1,75.7,71.9,0.706,4.0,27.3,0.0,0.765,0.542,0.094,0.813,0.832,106.8,104.89,87.41,32,0.832,961,833,11121,5102,1653,1385,3767,1485,3323,290,1174,7408,5184,4241,6133,1379,1514,5887,2267,2016-17,L. James,K. Korver,C. Frye,K. Irving,I. Shumpert
Lineups,-2399-2544-201567-202681-202684-,M. Dunleavy - L. James - K. Love - K. Irving - T. Thompson,1610612739,CLE,2,2,0,1.0,15.0,97.4,96.7,81.9,84.4,15.5,12.3,0.667,1.6,17.8,0.368,0.944,0.649,0.167,0.433,0.457,100.8,99.64,83.04,30,0.563,3746,1868,1,1,1610,6896,4322,4532,3474,2632,4305,3123,3590,2367,8543,7340,8103,7968,4853,2016-17,M. Dunleavy,L. James,K. Love,K. Irving,T. Thompson
Lineups,-2210-2544-101112-201567-202697-,R. Jefferson - L. James - C. Frye - K. Love - I. Shumpert,1610612739,CLE,6,4,2,0.667,15.0,146.9,140.6,98.4,91.2,48.5,49.4,0.588,2.0,22.2,0.273,0.667,0.531,0.156,0.82,0.814,96.7,102.66,85.55,32,0.715,1159,833,9493,4350,1550,1965,4958,2358,4942,1450,2329,4855,6724,4473,8368,1368,1604,6770,3041,2016-17,R. Jefferson,L. James,C. Frye,K. Love,I. Shumpert
Lineups,-2210-2544-2747-201567-202681-,R. Jefferson - L. James - J. Smith - K. Love - K. Irving,1610612739,CLE,7,4,3,0.571,15.0,85.7,81.8,99.5,109.4,-13.9,-27.6,0.5,1.25,11.4,0.286,0.818,0.469,0.121,0.411,0.428,109.4,106.62,88.85,33,0.3,961,833,11121,5102,1656,8071,7811,8703,5590,3343,7329,4601,4379,7172,6963,7690,8560,5366,8480,2016-17,R. Jefferson,L. James,J. Smith,K. Love,K. Irving
Lineups,-2210-2544-201567-202681-202697-,R. Jefferson - L. James - K. Love - K. Irving - I. Shumpert,1610612739,CLE,6,5,1,0.833,15.0,132.2,134.4,124.0,115.2,8.2,19.2,0.625,3.33,21.7,0.286,0.667,0.435,0.094,0.621,0.661,102.9,105.88,88.24,32,0.561,1159,597,3800,3856,1630,2281,8398,4001,4418,547,2577,4601,6724,7856,6133,3196,3272,5548,4881,2016-17,R. Jefferson,L. James,K. Love,K. Irving,I. Shumpert
Lineups,-2210-2544-101112-202697-202732-,R. Jefferson - L. James - C. Frye - I. Shumpert - D. Liggins,1610612739,CLE,4,3,1,0.75,14.0,109.9,110.7,127.1,125.9,-17.1,-15.2,0.583,1.17,18.9,0.182,0.727,0.455,0.214,0.636,0.64,91.8,91.88,76.57,28,0.385,1959,1207,3800,4053,1682,4485,9456,7844,4967,3479,3783,6443,6045,7394,10089,2917,3589,10806,7520,2016-17,R. Jefferson,L. James,C. Frye,I. Shumpert,D. Liggins
Lineups,-2544-2594-201567-202684-202697-,L. James - K. Korver - K. Love - T. Thompson - I. Shumpert,1610612739,CLE,3,1,2,0.333,12.0,107.4,104.0,108.4,103.6,-0.9,0.4,0.444,1.0,12.1,0.308,0.714,0.519,0.16,0.477,0.537,98.3,102.25,85.21,25,0.426,2588,3265,9493,7019,1934,5093,7266,5378,7225,3586,7162,4361,6211,4713,8457,6669,5853,6907,6948,2016-17,L. James,K. Korver,K. Love,T. Thompson,I. Shumpert
Lineups,-2210-2544-2594-201567-202681-,R. Jefferson - L. James - K. Korver - K. Love - K. Irving,1610612739,CLE,3,0,3,0.0,12.0,137.9,142.3,101.5,92.3,36.3,50.0,0.462,2.0,17.1,0.333,0.909,0.65,0.115,0.75,0.745,100.2,103.24,86.03,26,0.689,2588,7940,11121,7940,1992,1924,5046,2126,7150,1450,4518,3306,3637,2357,6828,1592,2226,6487,3298,2016-17,R. Jefferson,L. James,K. Korver,K. Love,K. Irving
Lineups,-2544-2747-101181-201567-203109-,L. James - J. Smith - J. Calderon - K. Love - J. Crowder,1610612739,CLE,22,15,7,0.682,354.0,115.2,113.3,107.1,106.3,8.1,7.0,0.666,2.07,20.4,0.176,0.78,0.489,0.133,0.587,0.618,95.2,96.39,80.33,713,0.531,84,58,13585,4675,21,4451,7993,5362,4749,1639,3309,6892,5648,7377,7996,4234,4518,10363,5724,2017-18,L. James,J. Smith,J. Calderon,K. Love,J. Crowder
Lineups,-2544-2747-201588-202684-1626224-,L. James - J. Smith - G. Hill - T. Thompson - C. Osman,1610612739,CLE,7,4,3,0.571,104.0,110.5,112.3,116.5,116.3,-6.0,-4.1,0.505,1.59,16.3,0.306,0.823,0.549,0.142,0.536,0.558,96.0,95.36,79.47,204,0.436,852,770,12116,5432,118,4586,9011,7454,6133,2954,5869,4540,4934,4424,8240,5183,5965,10770,7357,2017-18,L. James,J. Smith,G. Hill,T. Thompson,C. Osman
Lineups,-2544-2747-201567-202738-203109-,L. James - J. Smith - K. Love - I. Thomas - J. Crowder,1610612739,CLE,9,4,5,0.444,101.0,95.8,98.1,118.6,118.7,-22.8,-20.5,0.634,1.45,16.4,0.164,0.707,0.411,0.146,0.466,0.519,101.2,99.94,83.29,212,0.378,588,770,13227,7062,122,7265,9309,8754,4910,3362,5837,7164,7139,8962,8667,7450,6906,8979,8195,2017-18,L. James,J. Smith,K. Love,I. Thomas,J. Crowder
Lineups,-2544-2747-202684-202738-203109-,L. James - J. Smith - T. Thompson - I. Thomas - J. Crowder,1610612739,CLE,7,2,5,0.286,95.0,108.6,109.6,131.0,135.1,-22.4,-25.6,0.605,1.96,18.5,0.2,0.72,0.429,0.126,0.55,0.581,103.5,101.38,84.48,198,0.375,852,1804,13227,7886,137,4881,10847,9122,5149,2522,4499,6275,6899,8483,7881,4998,5380,8354,8273,2017-18,L. James,J. Smith,T. Thompson,I. Thomas,J. Crowder
Lineups,-2544-2548-2594-101112-201145-,L. James - D. Wade - K. Korver - C. Frye - J. Green,1610612739,CLE,18,15,3,0.833,87.0,111.4,112.2,88.8,86.0,22.5,26.2,0.551,1.65,17.8,0.256,0.783,0.541,0.144,0.568,0.596,99.3,100.52,83.77,180,0.623,140,58,12116,4199,153,4589,4923,3830,5914,2869,4841,5180,5621,4624,8653,4634,5024,8702,4364,2017-18,L. James,D. Wade,K. Korver,C. Frye,J. Green
Lineups,-2544-2747-201567-202697-203109-,L. James - J. Smith - K. Love - I. Shumpert - J. Crowder,1610612739,CLE,6,4,2,0.667,80.0,100.8,103.0,114.4,113.3,-13.6,-10.2,0.574,1.4,15.7,0.281,0.676,0.46,0.152,0.486,0.523,99.0,98.45,82.04,164,0.395,1083,770,10414,4679,175,5462,8723,7927,5611,3389,6064,4923,7435,7894,8804,7194,6816,9607,7993,2017-18,L. James,J. Smith,K. Love,I. Shumpert,J. Crowder
Lineups,-2544-2747-201565-201567-203109-,L. James - J. Smith - D. Rose - K. Love - J. Crowder,1610612739,CLE,7,4,3,0.571,67.0,110.5,106.8,128.2,125.9,-17.6,-19.0,0.426,1.15,12.4,0.258,0.63,0.425,0.136,0.509,0.581,102.9,105.66,88.05,147,0.402,852,770,12116,5432,230,5160,10077,8620,8085,3814,7770,5170,8539,8772,8124,5528,5375,6599,7833,2017-18,L. James,J. Smith,D. Rose,K. Love,J. Crowder
